source_file,table_index,start_line,row_index,columns,row_json
governance/01_GOVERNANCE_INDEX.md,1,21,4,Class | Files | Meaning,"{""Class"": ""Closure"", ""Files"": ""`10`, `11`, `12`, `13`, `14`, `23`, `24`"", ""Meaning"": ""How proof, testing, warnings, roadmap, and runtime are accepted.""}"
governance/01_GOVERNANCE_INDEX.md,1,21,5,Class | Files | Meaning,"{""Class"": ""Workflow/security"", ""Files"": ""`16`, `17`, `18`"", ""Meaning"": ""How secrets, cleanup, branches, and checkpoints behave.""}"
governance/01_GOVERNANCE_INDEX.md,1,21,6,Class | Files | Meaning,"{""Class"": ""Ledger"", ""Files"": ""`99`"", ""Meaning"": ""Legacy source coverage and extraction accountability.""}"
governance/01_GOVERNANCE_INDEX.md,2,32,1,Term | Meaning,"{""Term"": ""`Canonical`"", ""Meaning"": ""Must be followed unless superseded with evidence and governance update.""}"
governance/01_GOVERNANCE_INDEX.md,2,32,2,Term | Meaning,"{""Term"": ""`Current`"", ""Meaning"": ""Exists now but may not be correct.""}"
governance/01_GOVERNANCE_INDEX.md,2,32,3,Term | Meaning,"{""Term"": ""`Historical`"", ""Meaning"": ""Historical/donor source only.""}"
governance/01_GOVERNANCE_INDEX.md,2,32,4,Term | Meaning,"{""Term"": ""`Derived`"", ""Meaning"": ""Generated from canonical source; cannot override it.""}"
governance/01_GOVERNANCE_INDEX.md,2,32,5,Term | Meaning,"{""Term"": ""`Transitional`"", ""Meaning"": ""Temporarily tolerated with expiry and owner.""}"
governance/01_GOVERNANCE_INDEX.md,2,32,6,Term | Meaning,"{""Term"": ""`TBD`"", ""Meaning"": ""Unknown; cannot be implemented as truth.""}"
governance/01_GOVERNANCE_INDEX.md,2,32,7,Term | Meaning,"{""Term"": ""`Blocked`"", ""Meaning"": ""Must not proceed without missing decision/evidence.""}"
governance/01_GOVERNANCE_INDEX.md,3,70,1,Class | Meaning,"{""Class"": ""`CANONICAL_AUTHORITY`"", ""Meaning"": ""active numbered governance owner file in `governance/`""}"
governance/01_GOVERNANCE_INDEX.md,3,70,2,Class | Meaning,"{""Class"": ""`SUPPORT_FILE`"", ""Meaning"": ""active support file owned by a numbered authority""}"
governance/01_GOVERNANCE_INDEX.md,3,70,3,Class | Meaning,"{""Class"": ""`EXECUTABLE_GUARD`"", ""Meaning"": ""implementation under `tools/guards` derived from governance""}"
governance/01_GOVERNANCE_INDEX.md,3,70,4,Class | Meaning,"{""Class"": ""`EXECUTABLE_SCRIPT`"", ""Meaning"": ""implementation helper derived from governance""}"
governance/01_GOVERNANCE_INDEX.md,3,70,5,Class | Meaning,"{""Class"": ""`CI_WORKFLOW`"", ""Meaning"": ""workflow derived from governance""}"
governance/01_GOVERNANCE_INDEX.md,3,70,6,Class | Meaning,"{""Class"": ""`TRANSITIONAL_REFERENCE_ONLY`"", ""Meaning"": ""donor/archive reference, never active authority""}"
governance/01_GOVERNANCE_INDEX.md,3,70,7,Class | Meaning,"{""Class"": ""`REMOVAL_CANDIDATE`"", ""Meaning"": ""may be deleted only through cleanup evidence""}"
governance/02_PLATFORM_SSOT.md,1,23,1,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""dsh"", ""Name"": ""Delivery & Shopping"", ""Surfaces"": ""app-client, app-partner, app-captain, app-field, control-panel"", ""Canonical responsibility"": ""أول vertical slice ذهبي؛ يملك الطلب/المتجر/السلة/التسعير التشغيلي غير المالي/حالة الرحلة.""}"
governance/02_PLATFORM_SSOT.md,1,23,2,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""wlt"", ""Name"": ""Wallet & Ledger"", ""Surfaces"": ""app-client, control-panel, cross-service"", ""Canonical responsibility"": ""مالك المال الوحيد: ledger, fees, commissions, refunds, settlements, reconciliation.""}"
governance/02_PLATFORM_SSOT.md,1,23,3,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""knz"", ""Name"": ""Kanz / rewards / marketplace value"", ""Surfaces"": ""app-client, control-panel"", ""Canonical responsibility"": ""نطاق قيمة/مكافآت/عروض حسب اعتماد المنتج؛ لا يملك المال الخام.""}"
governance/02_PLATFORM_SSOT.md,1,23,4,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""arb"", ""Name"": ""Arabic/content/local commerce operations"", ""Surfaces"": ""app-client, app-partner, app-field, control-panel"", ""Canonical responsibility"": ""نطاق محتوى/تشغيل عربي أو تمكين شريك/ميدان حسب الدليل المثبت.""}"
governance/02_PLATFORM_SSOT.md,1,23,5,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""amn"", ""Name"": ""Safety / trust / assurance"", ""Surfaces"": ""app-client, app-captain, control-panel"", ""Canonical responsibility"": ""نطاق الأمان والثقة والحوادث والتحقق.""}"
governance/02_PLATFORM_SSOT.md,1,23,6,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""esf"", ""Name"": ""Community services"", ""Surfaces"": ""app-client, webapp, control-panel"", ""Canonical responsibility"": ""خدمة مجتمعية ضمن Community Services.""}"
governance/02_PLATFORM_SSOT.md,1,23,7,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""mrf"", ""Name"": ""Community services"", ""Surfaces"": ""app-client, webapp, control-panel"", ""Canonical responsibility"": ""خدمة مجتمعية ضمن Community Services.""}"
governance/02_PLATFORM_SSOT.md,1,23,8,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""snd"", ""Name"": ""Community services"", ""Surfaces"": ""app-client, webapp, control-panel"", ""Canonical responsibility"": ""خدمة مجتمعية ضمن Community Services.""}"
governance/02_PLATFORM_SSOT.md,1,23,9,Service | Name | Surfaces | Canonical responsibility,"{""Service"": ""kwd"", ""Name"": ""Community services"", ""Surfaces"": ""app-client, webapp, control-panel"", ""Canonical responsibility"": ""خدمة مجتمعية ضمن Community Services.""}"
governance/02_PLATFORM_SSOT.md,2,37,1,Surface | Kind | Audience | Canonical role,"{""Surface"": ""app-client"", ""Kind"": ""Mobile client"", ""Audience"": ""عميل نهائي"", ""Canonical role"": ""اكتشاف، طلب، دفع، تتبع، محفظة، تقييم.""}"
governance/02_PLATFORM_SSOT.md,2,37,2,Surface | Kind | Audience | Canonical role,"{""Surface"": ""app-partner"", ""Kind"": ""Mobile partner"", ""Audience"": ""شريك/متجر"", ""Canonical role"": ""إدارة الطلبات، كتالوج، تشغيل، أوقات، مناطق، محفظة عرضية لا ملكية مالية.""}"
governance/02_PLATFORM_SSOT.md,2,37,3,Surface | Kind | Audience | Canonical role,"{""Surface"": ""app-captain"", ""Kind"": ""Mobile captain"", ""Audience"": ""كابتن"", ""Canonical role"": ""قبول/التقاط/تسليم/إثبات/حالة رحلة.""}"
governance/02_PLATFORM_SSOT.md,2,37,4,Surface | Kind | Audience | Canonical role,"{""Surface"": ""app-field"", ""Kind"": ""Mobile field"", ""Audience"": ""مندوب ميداني"", ""Canonical role"": ""تهيئة الشركاء، زيارات، تحقق بيانات، تشغيل ميداني.""}"
governance/02_PLATFORM_SSOT.md,2,37,5,Surface | Kind | Audience | Canonical role,"{""Surface"": ""control-panel"", ""Kind"": ""Web admin"", ""Audience"": ""تشغيل/إدارة"", ""Canonical role"": ""Control room Web-first، مراقبة، قرارات، ضبط VAR/provider، أدلة.""}"
governance/02_PLATFORM_SSOT.md,2,37,6,Surface | Kind | Audience | Canonical role,"{""Surface"": ""webapp"", ""Kind"": ""Web product app"", ""Audience"": ""مستخدم/زائر"", ""Canonical role"": ""تجارب ويب لخدمات مختارة حسب نضج الخدمة.""}"
governance/02_PLATFORM_SSOT.md,2,37,7,Surface | Kind | Audience | Canonical role,"{""Surface"": ""website"", ""Kind"": ""Marketing website"", ""Audience"": ""عام"", ""Canonical role"": ""تعريف، تسويق، وثائق عامة، لا يملك منطق تشغيل حي.""}"
governance/03_REPO_BOUNDARIES.md,1,8,1,Root | Role | May contain policy?,"{""Root"": ""`governance/`"", ""Role"": ""Canonical policy/control plane"", ""May contain policy?"": ""Yes""}"
governance/03_REPO_BOUNDARIES.md,1,8,2,Root | Role | May contain policy?,"{""Root"": ""`.agents/`"", ""Role"": ""Agent execution, skills, adapters"", ""May contain policy?"": ""No, operational guidance only""}"
governance/03_REPO_BOUNDARIES.md,1,8,3,Root | Role | May contain policy?,"{""Root"": ""`app-client/runtime`"", ""Role"": ""Client mobile runtime shell"", ""May contain policy?"": ""No, implementation only""}"
governance/03_REPO_BOUNDARIES.md,1,8,4,Root | Role | May contain policy?,"{""Root"": ""`app-partner/runtime`"", ""Role"": ""Partner mobile runtime shell"", ""May contain policy?"": ""No""}"
governance/03_REPO_BOUNDARIES.md,1,8,5,Root | Role | May contain policy?,"{""Root"": ""`app-captain/runtime`"", ""Role"": ""Captain mobile runtime shell"", ""May contain policy?"": ""No""}"
governance/03_REPO_BOUNDARIES.md,1,8,6,Root | Role | May contain policy?,"{""Root"": ""`app-field/runtime`"", ""Role"": ""Field mobile runtime shell"", ""May contain policy?"": ""No""}"
governance/03_REPO_BOUNDARIES.md,1,8,7,Root | Role | May contain policy?,"{""Root"": ""`control-panel/runtime`"", ""Role"": ""Control panel runtime shell"", ""May contain policy?"": ""No""}"
governance/03_REPO_BOUNDARIES.md,1,8,8,Root | Role | May contain policy?,"{""Root"": ""`webapp/runtime`"", ""Role"": ""Web app runtime shell"", ""May contain policy?"": ""No""}"
governance/03_REPO_BOUNDARIES.md,1,8,9,Root | Role | May contain policy?,"{""Root"": ""`website/runtime`"", ""Role"": ""Marketing site runtime shell"", ""May contain policy?"": ""No""}"
governance/03_REPO_BOUNDARIES.md,1,8,10,Root | Role | May contain policy?,"{""Root"": ""`ui-kit`"", ""Role"": ""Design/component authority"", ""May contain policy?"": ""Technical source, not governance policy""}"
governance/03_REPO_BOUNDARIES.md,1,8,11,Root | Role | May contain policy?,"{""Root"": ""`dsh/`, `wlt/`, `knz/`, `arb/`, `amn/`, `esf/`, `mrf/`, `snd/`, `kwd/`"", ""Role"": ""Service roots"", ""May contain policy?"": ""Technical source, not governance policy""}"
governance/03_REPO_BOUNDARIES.md,1,8,12,Root | Role | May contain policy?,"{""Root"": ""`tools/guards/`"", ""Role"": ""Guard implementation"", ""May contain policy?"": ""Derived verification only""}"
governance/03_REPO_BOUNDARIES.md,1,8,13,Root | Role | May contain policy?,"{""Root"": ""`tools/registry/runs/`"", ""Role"": ""Evidence output and historical review runs"", ""May contain policy?"": ""Evidence only""}"
governance/03_REPO_BOUNDARIES.md,1,8,14,Root | Role | May contain policy?,"{""Root"": ""`.github/workflows`"", ""Role"": ""CI implementation"", ""May contain policy?"": ""Derived from governance""}"
governance/03_REPO_BOUNDARIES.md,2,27,1,Root | Status | Rule,"{""Root"": ""`docs/governance`"", ""Status"": ""Retired policy location"", ""Rule"": ""Must not be active authority.""}"
governance/03_REPO_BOUNDARIES.md,2,27,2,Root | Status | Rule,"{""Root"": ""`kdt/volatile/registry/runs`"", ""Status"": ""Retired evidence location"", ""Rule"": ""Do not create new evidence there.""}"
governance/04_ARCHITECTURE_RULES.md,1,26,1,Lane | Path | Owns | Must not own,"{""Lane"": ""App shell"", ""Path"": ""`app-client"", ""Owns"": ""app-partner"", ""Must not own"": ""app-captain"", ""col5"": ""app-field"", ""col6"": ""control-panel"", ""col7"": ""webapp"", ""col8"": ""website`"", ""col9"": ""bootstrapping, navigation mount, platform runtime"", ""col10"": ""design system, service logic, reusable domain UI""}"
governance/04_ARCHITECTURE_RULES.md,1,26,2,Lane | Path | Owns | Must not own,"{""Lane"": ""Service frontend"", ""Path"": ""`<service>/frontend/<surface>`"", ""Owns"": ""service vertical flow and cross-screen UX"", ""Must not own"": ""global shell or unrelated service""}"
governance/04_ARCHITECTURE_RULES.md,1,26,3,Lane | Path | Owns | Must not own,"{""Lane"": ""Service shared frontend"", ""Path"": ""`<service>/frontend/shared`"", ""Owns"": ""shared service-specific UI/state glue"", ""Must not own"": ""cross-service reusable design system""}"
governance/04_ARCHITECTURE_RULES.md,1,26,4,Lane | Path | Owns | Must not own,"{""Lane"": ""UI Kit"", ""Path"": ""`ui-kit`"", ""Owns"": ""tokens, primitives, reusable components"", ""Must not own"": ""service business rules""}"
governance/04_ARCHITECTURE_RULES.md,1,26,5,Lane | Path | Owns | Must not own,"{""Lane"": ""Service backend"", ""Path"": ""`<service>/backend`"", ""Owns"": ""typed contracts/clients and service API adapters"", ""Must not own"": ""UI behavior""}"
governance/04_ARCHITECTURE_RULES.md,1,26,6,Lane | Path | Owns | Must not own,"{""Lane"": ""Service domain"", ""Path"": ""`<service>/domain`"", ""Owns"": ""service domain rules and models"", ""Must not own"": ""UI policy""}"
governance/05_PACKAGE_BOUNDARIES.md,1,8,1,Boundary | Role | Public API rule,"{""Boundary"": ""`@bthwani/ui-kit`"", ""Role"": ""Design authority"", ""Public API rule"": ""Only public exports from defined entrypoints.""}"
governance/05_PACKAGE_BOUNDARIES.md,1,8,2,Boundary | Role | Public API rule,"{""Boundary"": ""`<service>/frontend/<surface>` public entrypoint"", ""Role"": ""Service-owned surface flow"", ""Public API rule"": ""Export stable surface entry; no deep imports into another app/runtime.""}"
governance/05_PACKAGE_BOUNDARIES.md,1,8,3,Boundary | Role | Public API rule,"{""Boundary"": ""`<service>/frontend/shared`"", ""Role"": ""Service-local shared UI/state glue"", ""Public API rule"": ""Shared within one service only.""}"
governance/05_PACKAGE_BOUNDARIES.md,1,8,4,Boundary | Role | Public API rule,"{""Boundary"": ""`<service>/backend/contracts.ts`"", ""Role"": ""Service contract entrypoint"", ""Public API rule"": ""Generated or contract-derived types stay behind service-local backend boundaries.""}"
governance/05_PACKAGE_BOUNDARIES.md,1,8,5,Boundary | Role | Public API rule,"{""Boundary"": ""`<service>/backend/client.ts`"", ""Role"": ""Typed API clients"", ""Public API rule"": ""No UI state; no visual policy.""}"
governance/05_PACKAGE_BOUNDARIES.md,1,8,6,Boundary | Role | Public API rule,"{""Boundary"": ""service-local fixture roots such as `dsh/media-fixtures`"", ""Role"": ""Media/test fixtures"", ""Public API rule"": ""Not runtime truth.""}"
governance/06_APPS_AND_SHELLS.md,1,12,1,App root | Surface | Allowed ownership | Forbidden ownership,"{""App root"": ""`app-client/runtime`"", ""Surface"": ""app-client"", ""Allowed ownership"": ""mobile bootstrap, navigation, permissions, surface mount"", ""Forbidden ownership"": ""service logic, local UI system""}"
governance/06_APPS_AND_SHELLS.md,1,12,2,App root | Surface | Allowed ownership | Forbidden ownership,"{""App root"": ""`app-partner/runtime`"", ""Surface"": ""app-partner"", ""Allowed ownership"": ""partner shell, navigation, runtime glue"", ""Forbidden ownership"": ""DSH/WLT ownership, local brand components""}"
governance/06_APPS_AND_SHELLS.md,1,12,3,App root | Surface | Allowed ownership | Forbidden ownership,"{""App root"": ""`app-captain/runtime`"", ""Surface"": ""app-captain"", ""Allowed ownership"": ""captain shell, device permissions, route mount"", ""Forbidden ownership"": ""order state machine outside surfaces""}"
governance/06_APPS_AND_SHELLS.md,1,12,4,App root | Surface | Allowed ownership | Forbidden ownership,"{""App root"": ""`app-field/runtime`"", ""Surface"": ""app-field"", ""Allowed ownership"": ""field shell and route mount"", ""Forbidden ownership"": ""partner/field business logic duplication""}"
governance/06_APPS_AND_SHELLS.md,1,12,5,App root | Surface | Allowed ownership | Forbidden ownership,"{""App root"": ""`control-panel/runtime`"", ""Surface"": ""control-panel"", ""Allowed ownership"": ""Next shell, admin layout mount, auth shell"", ""Forbidden ownership"": ""domain service ownership""}"
governance/06_APPS_AND_SHELLS.md,1,12,6,App root | Surface | Allowed ownership | Forbidden ownership,"{""App root"": ""`webapp/runtime`"", ""Surface"": ""webapp"", ""Allowed ownership"": ""web runtime shell"", ""Forbidden ownership"": ""control-panel operations""}"
governance/06_APPS_AND_SHELLS.md,1,12,7,App root | Surface | Allowed ownership | Forbidden ownership,"{""App root"": ""`website/runtime`"", ""Surface"": ""website"", ""Allowed ownership"": ""marketing shell"", ""Forbidden ownership"": ""live service operations""}"
governance/07_SURFACES_AND_SERVICES.md,1,8,1,Surface | Canonical path concept | Primary package owner | Closure evidence,"{""Surface"": ""app-client"", ""Canonical path concept"": ""`<service>/frontend/app-client`"", ""Primary package owner"": ""service frontend + app shell"", ""Closure evidence"": ""screens, states, routes, visual evidence, API binding""}"
governance/07_SURFACES_AND_SERVICES.md,1,8,2,Surface | Canonical path concept | Primary package owner | Closure evidence,"{""Surface"": ""app-partner"", ""Canonical path concept"": ""`<service>/frontend/app-partner`"", ""Primary package owner"": ""service frontend + app shell"", ""Closure evidence"": ""orders/ops/account evidence""}"
governance/07_SURFACES_AND_SERVICES.md,1,8,3,Surface | Canonical path concept | Primary package owner | Closure evidence,"{""Surface"": ""app-captain"", ""Canonical path concept"": ""`<service>/frontend/app-captain`"", ""Primary package owner"": ""service frontend + app shell"", ""Closure evidence"": ""assignment/trip/state evidence""}"
governance/07_SURFACES_AND_SERVICES.md,1,8,4,Surface | Canonical path concept | Primary package owner | Closure evidence,"{""Surface"": ""app-field"", ""Canonical path concept"": ""`<service>/frontend/app-field`"", ""Primary package owner"": ""service frontend + app shell"", ""Closure evidence"": ""field workflow evidence""}"
governance/07_SURFACES_AND_SERVICES.md,1,8,5,Surface | Canonical path concept | Primary package owner | Closure evidence,"{""Surface"": ""control-panel"", ""Canonical path concept"": ""`<service>/frontend/control-panel`"", ""Primary package owner"": ""service frontend + web shell"", ""Closure evidence"": ""control room evidence""}"
governance/07_SURFACES_AND_SERVICES.md,1,8,6,Surface | Canonical path concept | Primary package owner | Closure evidence,"{""Surface"": ""webapp"", ""Canonical path concept"": ""`<service>/frontend/webapp`"", ""Primary package owner"": ""service frontend + web shell"", ""Closure evidence"": ""web runtime evidence""}"
governance/07_SURFACES_AND_SERVICES.md,1,8,7,Surface | Canonical path concept | Primary package owner | Closure evidence,"{""Surface"": ""website"", ""Canonical path concept"": ""`website` plus service-fed content when approved"", ""Primary package owner"": ""website shell"", ""Closure evidence"": ""marketing/content evidence""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,1,Service | Canonical status | Must have | Must not do,"{""Service"": ""dsh"", ""Canonical status"": ""canonical first golden slice"", ""Must have"": ""service blueprint, client/partner/captain/field/control-panel flows, API matrix"", ""Must not do"": ""own wallet ledger truth""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,2,Service | Canonical status | Must have | Must not do,"{""Service"": ""wlt"", ""Canonical status"": ""canonical financial owner"", ""Must have"": ""ledger, settlement, refund, fee/commission truth, reconciliation"", ""Must not do"": ""delegate money mutation to DSH/control-panel""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,3,Service | Canonical status | Must have | Must not do,"{""Service"": ""knz"", ""Canonical status"": ""canonical service"", ""Must have"": ""blueprint before closure"", ""Must not do"": ""invent financial ledger""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,4,Service | Canonical status | Must have | Must not do,"{""Service"": ""arb"", ""Canonical status"": ""canonical service/domain"", ""Must have"": ""clear service interpretation and surfaces"", ""Must not do"": ""become undefined bucket""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,5,Service | Canonical status | Must have | Must not do,"{""Service"": ""amn"", ""Canonical status"": ""canonical safety/trust"", ""Must have"": ""incident, verification, assurance contracts"", ""Must not do"": ""hide security evidence""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,6,Service | Canonical status | Must have | Must not do,"{""Service"": ""esf"", ""Canonical status"": ""community service"", ""Must have"": ""community surface/control-panel flow"", ""Must not do"": ""pretend to be standalone without blueprint""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,7,Service | Canonical status | Must have | Must not do,"{""Service"": ""mrf"", ""Canonical status"": ""community service"", ""Must have"": ""community surface/control-panel flow"", ""Must not do"": ""duplicate DSH/WLT ownership""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,8,Service | Canonical status | Must have | Must not do,"{""Service"": ""snd"", ""Canonical status"": ""community service"", ""Must have"": ""community surface/control-panel flow"", ""Must not do"": ""duplicate DSH/WLT ownership""}"
governance/07_SURFACES_AND_SERVICES.md,2,20,9,Service | Canonical status | Must have | Must not do,"{""Service"": ""kwd"", ""Canonical status"": ""community service"", ""Must have"": ""community surface/control-panel flow"", ""Must not do"": ""duplicate DSH/WLT ownership""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,1,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""dsh"", ""app-client"": ""YES"", ""app-partner"": ""YES"", ""app-captain"": ""YES"", ""app-field"": ""YES"", ""control-panel"": ""YES"", ""webapp"": ""TBD"", ""website"": ""TBD""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,2,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""wlt"", ""app-client"": ""YES"", ""app-partner"": ""TBD-view-only"", ""app-captain"": ""NO unless approved"", ""app-field"": ""NO unless approved"", ""control-panel"": ""YES"", ""webapp"": ""TBD"", ""website"": ""NO""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,3,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""knz"", ""app-client"": ""YES"", ""app-partner"": ""NO unless approved"", ""app-captain"": ""NO"", ""app-field"": ""NO"", ""control-panel"": ""YES"", ""webapp"": ""TBD"", ""website"": ""TBD""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,4,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""arb"", ""app-client"": ""YES"", ""app-partner"": ""YES"", ""app-captain"": ""NO unless approved"", ""app-field"": ""YES"", ""control-panel"": ""YES"", ""webapp"": ""TBD"", ""website"": ""TBD""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,5,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""amn"", ""app-client"": ""YES"", ""app-partner"": ""TBD"", ""app-captain"": ""YES"", ""app-field"": ""TBD"", ""control-panel"": ""YES"", ""webapp"": ""NO unless approved"", ""website"": ""NO""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,6,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""esf"", ""app-client"": ""YES"", ""app-partner"": ""NO"", ""app-captain"": ""NO"", ""app-field"": ""NO"", ""control-panel"": ""YES"", ""webapp"": ""YES"", ""website"": ""TBD""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,7,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""mrf"", ""app-client"": ""YES"", ""app-partner"": ""NO"", ""app-captain"": ""NO"", ""app-field"": ""NO"", ""control-panel"": ""YES"", ""webapp"": ""YES"", ""website"": ""TBD""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,8,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""snd"", ""app-client"": ""YES"", ""app-partner"": ""NO"", ""app-captain"": ""NO"", ""app-field"": ""NO"", ""control-panel"": ""YES"", ""webapp"": ""YES"", ""website"": ""TBD""}"
governance/07_SURFACES_AND_SERVICES.md,3,34,9,Service | app-client | app-partner | app-captain | app-field | control-panel | webapp | website,"{""Service"": ""kwd"", ""app-client"": ""YES"", ""app-partner"": ""NO"", ""app-captain"": ""NO"", ""app-field"": ""NO"", ""control-panel"": ""YES"", ""webapp"": ""YES"", ""website"": ""TBD""}"
governance/08_UI_KIT_AND_BRAND.md,1,12,1,Token | Value | Use,"{""Token"": ""deepBlue"", ""Value"": ""`#0A2F5C`"", ""Use"": ""trust, headers, primary structure""}"
governance/08_UI_KIT_AND_BRAND.md,1,12,2,Token | Value | Use,"{""Token"": ""orange"", ""Value"": ""`#FF500D`"", ""Use"": ""primary actions, brand emphasis""}"
governance/08_UI_KIT_AND_BRAND.md,1,12,3,Token | Value | Use,"{""Token"": ""white"", ""Value"": ""`#FFFFFF`"", ""Use"": ""clean surfaces, secondary headers""}"
governance/08_UI_KIT_AND_BRAND.md,2,35,1,Header | Use | Rule,"{""Header"": ""Primary orange header"", ""Use"": ""top-level/high identity surfaces"", ""Rule"": ""compact, brand-owned, not over-tall""}"
governance/08_UI_KIT_AND_BRAND.md,2,35,2,Header | Use | Rule,"{""Header"": ""Secondary white header"", ""Use"": ""sub-pages/sub-screens"", ""Rule"": ""consistent across mobile apps""}"
governance/08_UI_KIT_AND_BRAND.md,2,35,3,Header | Use | Rule,"{""Header"": ""Control-panel topbar"", ""Use"": ""web admin"", ""Rule"": ""dense, functional, not mobile-like""}"
governance/09_API_BINDING_RUNTIME.md,1,102,1,Dimension | Minimum,"{""Dimension"": ""Logs"", ""Minimum"": ""structured enough to diagnose service/operation""}"
governance/09_API_BINDING_RUNTIME.md,1,102,2,Dimension | Minimum,"{""Dimension"": ""Metrics"", ""Minimum"": ""success/failure/latency where applicable""}"
governance/09_API_BINDING_RUNTIME.md,1,102,3,Dimension | Minimum,"{""Dimension"": ""Errors"", ""Minimum"": ""captured and user-safe""}"
governance/09_API_BINDING_RUNTIME.md,1,102,4,Dimension | Minimum,"{""Dimension"": ""Health"", ""Minimum"": ""service/dependency readiness""}"
governance/09_API_BINDING_RUNTIME.md,1,102,5,Dimension | Minimum,"{""Dimension"": ""Audit"", ""Minimum"": ""actor/action/time/scope for operations""}"
governance/09_API_BINDING_RUNTIME.md,1,102,6,Dimension | Minimum,"{""Dimension"": ""Alerts"", ""Minimum"": ""critical failures route to owner""}"
governance/09_API_BINDING_RUNTIME.md,1,102,7,Dimension | Minimum,"{""Dimension"": ""Traces"", ""Minimum"": ""cross-service flows when possible""}"
governance/10_SERVICE_CLOSURE.md,1,12,1,Level | Meaning | Required proof,"{""Level"": ""L0 Inventory"", ""Meaning"": ""service/surface known"", ""Required proof"": ""registry row""}"
governance/10_SERVICE_CLOSURE.md,1,12,2,Level | Meaning | Required proof,"{""Level"": ""L1 UX skeleton"", ""Meaning"": ""screens/states designed"", ""Required proof"": ""screenshot or design evidence""}"
governance/10_SERVICE_CLOSURE.md,1,12,3,Level | Meaning | Required proof,"{""Level"": ""L2 Flow"", ""Meaning"": ""user journey mapped"", ""Required proof"": ""flow matrix""}"
governance/10_SERVICE_CLOSURE.md,1,12,4,Level | Meaning | Required proof,"{""Level"": ""L3 Binding"", ""Meaning"": ""API/client relation known"", ""Required proof"": ""binding matrix""}"
governance/10_SERVICE_CLOSURE.md,1,12,5,Level | Meaning | Required proof,"{""Level"": ""L4 Runtime"", ""Meaning"": ""live/dev runtime works"", ""Required proof"": ""logs/tests""}"
governance/10_SERVICE_CLOSURE.md,1,12,6,Level | Meaning | Required proof,"{""Level"": ""L5 Ops"", ""Meaning"": ""control-panel/ops path exists"", ""Required proof"": ""operation evidence""}"
governance/10_SERVICE_CLOSURE.md,1,12,7,Level | Meaning | Required proof,"{""Level"": ""L6 Guarded"", ""Meaning"": ""CI/guard/evidence checks exist"", ""Required proof"": ""evidence pack""}"
governance/10_SERVICE_CLOSURE.md,1,12,8,Level | Meaning | Required proof,"{""Level"": ""L7 Closed"", ""Meaning"": ""accepted with no blockers"", ""Required proof"": ""decision record""}"
governance/11_EVIDENCE_AND_TRACEABILITY.md,1,22,1,Task class | Minimum evidence | ZIP required?,"{""Task class"": ""LOW: terminal-only, docs tiny, prompt-only, text-only, port checks, git status"", ""Minimum evidence"": ""direct answer or terminal output; `git status` and `git diff --check` only when writes occurred"", ""ZIP required?"": ""No""}"
governance/11_EVIDENCE_AND_TRACEABILITY.md,1,22,2,Task class | Minimum evidence | ZIP required?,"{""Task class"": ""MEDIUM: one file or a few targeted files"", ""Minimum evidence"": ""`git status`, `git diff --check`, changed-file list, and targeted syntax/type/lint only when directly justified"", ""ZIP required?"": ""No by default""}"
