severity,surface,path,violation_type,risk,recommended_correction,phase_priority
MEDIUM,control-panel,dsh/frontend/control-panel/finance/finance.types.ts,detail/audit/chat/refund always-render risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/finance/index.ts,detail/audit/chat/refund always-render risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/fixture-locations.ts,array preview duplication risk=27,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/index.ts,detail/audit/chat/refund always-render risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/marketing/BannersCommandDeckScreen.tsx,array preview duplication risk=32,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/CampaignsCommandDeckScreen.tsx,array preview duplication risk=9,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/marketing/ControlPanelDshMarketingScreen.tsx,heavy useState/detail payload risk=1 | array preview duplication risk=19,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,control-panel,dsh/frontend/control-panel/marketing/GrowthCommandDeckScreen.tsx,detail/audit/chat/refund always-render risk=1 | array preview duplication risk=10,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/LoyaltyCommandDeckScreen.tsx,array preview duplication risk=8,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/marketing/MarketingMediaReviewCommandDeckScreen.tsx,detail/audit/chat/refund always-render risk=5 | array preview duplication risk=8,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/MarketingReviewQueue.tsx,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/marketing/MarketingReviewScreens.tsx,heavy useState/detail payload risk=1 | detail/audit/chat/refund always-render risk=15,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,control-panel,dsh/frontend/control-panel/marketing/PartnerOffersCommandDeckScreen.tsx,detail/audit/chat/refund always-render risk=8 | array preview duplication risk=12,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/PromosCommandDeckScreen.tsx,array preview duplication risk=7,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/SmartSignalLayerScreen.tsx,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/marketing/VideosCommandDeckScreen.tsx,array preview duplication risk=40,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/commercial-parity-preview.tsx,array preview duplication risk=8,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/index.ts,array preview duplication risk=6,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/marketing/loyaltyCommerceData.ts,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/AreaCapacityScreen.tsx,array preview duplication risk=10,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/operations/AuditSupportSlaScreen.tsx,detail/audit/chat/refund always-render risk=5 | array preview duplication risk=10,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/operations/AuditTrailDetailWorkspace.tsx,detail/audit/chat/refund always-render risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/AwnakScreen.tsx,detail/audit/chat/refund always-render risk=1 | array preview duplication risk=6,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/CaptainOperationsScreen.tsx,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/CommandCenterScreen.tsx,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/ControlPanelDshSheinProxyScreen.tsx,array preview duplication risk=6,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/DispatchAssignmentScreen.tsx,array preview duplication risk=9,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/ExceptionsEscalationsScreen.tsx,array preview duplication risk=10,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/operations/GeoHeatmapScreen.tsx,heavy useState/detail payload risk=1 | detail/audit/chat/refund always-render risk=4 | array preview duplication risk=5,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,control-panel,dsh/frontend/control-panel/operations/LiveOrdersScreen.tsx,detail/audit/chat/refund always-render risk=14 | array preview duplication risk=12,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/operations/OperationsHubScreen.tsx,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/geo-heatmap.preview-data.ts,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/operations/index.ts,detail/audit/chat/refund always-render risk=4 | array preview duplication risk=8,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,control-panel,dsh/frontend/control-panel/operations/operations.preview-data.ts,detail/audit/chat/refund always-render risk=4 | array preview duplication risk=13,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/operations/operations.registry.ts,detail/audit/chat/refund always-render risk=7,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/operations/operations.types.ts,detail/audit/chat/refund always-render risk=5,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/partners/ControlPanelDshPartnerApprovalsScreen.tsx,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/partners/DshPartnerPromotionEligibilityScreen.tsx,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/partners/PartnerFulfillmentLane.tsx,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/partners/PartnerManagementScreens.tsx,heavy useState/detail payload risk=1 | detail/audit/chat/refund always-render risk=13,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/partners/PartnerTopologyLane.tsx,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/partners/workflow.ts,array preview duplication risk=28,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,control-panel,dsh/frontend/control-panel/platform/Appearance/appearance.preview.ts,detail/audit/chat/refund always-render risk=2 | array preview duplication risk=9,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Appearance/appearance.types.ts,detail/audit/chat/refund always-render risk=1 | array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Appearance/index.ts,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Audit/DshPlatformAuditWorkspace.tsx,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/ControlPanelDshPlatformScreen.tsx,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Health/DshPlatformHealthWorkspace.tsx,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Providers/DshPlatformProvidersWorkspace.tsx,array preview duplication risk=5,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Providers/providers.preview.ts,detail/audit/chat/refund always-render risk=2 | array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Providers/providers.types.ts,detail/audit/chat/refund always-render risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Services/DshPlatformServicesWorkspace.tsx,detail/audit/chat/refund always-render risk=1 | array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Services/services.preview.ts,detail/audit/chat/refund always-render risk=2 | array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Services/services.types.ts,detail/audit/chat/refund always-render risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Vars/DshPlatformVarsWorkspace.tsx,detail/audit/chat/refund always-render risk=2 | array preview duplication risk=7,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Vars/index.ts,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/platform/Vars/vars.preview.ts,detail/audit/chat/refund always-render risk=5 | array preview duplication risk=30,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/platform/Vars/vars.types.ts,detail/audit/chat/refund always-render risk=1 | array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/platform/useDemoPlatformState.tsx,heavy useState/detail payload risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/shared/ControlPanelDshActionQueue.tsx,detail/audit/chat/refund always-render risk=9 | array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/shared/ControlPanelDshDecisionBoard.tsx,detail/audit/chat/refund always-render risk=6 | array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/shared/ControlPanelDshWorkspaceFrame.tsx,detail/audit/chat/refund always-render risk=3 | array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/shared/index.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/shared/journeyFixtures.ts,detail/audit/chat/refund always-render risk=7 | array preview duplication risk=9,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/shared/recommendation.preview-data.ts,detail/audit/chat/refund always-render risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/support/AuditTrailDetailPanel.tsx,detail/audit/chat/refund always-render risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,control-panel,dsh/frontend/control-panel/support/SupportEscalationQueueScreen.tsx,array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,control-panel,dsh/frontend/control-panel/support/SupportHubScreens.tsx,detail/audit/chat/refund always-render risk=12 | array preview duplication risk=20,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,control-panel,dsh/frontend/control-panel/support/SupportSlaDashboardScreen.tsx,detail/audit/chat/refund always-render risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,shared,dsh/frontend/shared/banner.preview-store.ts,array preview duplication risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,shared,dsh/frontend/shared/campaign.preview-store.ts,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,shared,dsh/frontend/shared/commercial.preview-contract.ts,array preview duplication risk=10,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,shared,dsh/frontend/shared/dsh-order-journey.model.ts,detail/audit/chat/refund always-render risk=1 | array preview duplication risk=1,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,shared,dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,detail/audit/chat/refund always-render risk=18 | array preview duplication risk=13,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,shared,dsh/frontend/shared/dshFinancePreviewModel.ts,array preview duplication risk=12,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,shared,dsh/frontend/shared/dshStoreProductCardModel.ts,detail/audit/chat/refund always-render risk=3 | array preview duplication risk=26,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,shared,dsh/frontend/shared/growth.preview-store.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,shared,dsh/frontend/shared/index.ts,detail/audit/chat/refund always-render risk=1 | array preview duplication risk=25,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,shared,dsh/frontend/shared/loyalty.preview-store.ts,array preview duplication risk=5,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,shared,dsh/frontend/shared/news-ticker-fixtures.ts,array preview duplication risk=5,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,shared,dsh/frontend/shared/news-ticker.preview-store.ts,array preview duplication risk=7,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,shared,dsh/frontend/shared/operations-support.preview.ts,detail/audit/chat/refund always-render risk=24 | array preview duplication risk=19,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,shared,dsh/frontend/shared/partner-offer.preview-store.ts,array preview duplication risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,shared,dsh/frontend/shared/promo.preview-store.ts,array preview duplication risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,shared,dsh/frontend/shared/resolve-dsh-image-source.ts,array preview duplication risk=24,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,shared,dsh/frontend/shared/store-card-commercial-map.ts,array preview duplication risk=8,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,shared,dsh/frontend/shared/video.preview-store.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,shared,dsh/frontend/shared/workflow.ts,detail/audit/chat/refund always-render risk=25 | array preview duplication risk=8,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,wlt-finance,wlt/frontend/app-captain/dsh/WltDshCaptainBridge.tsx,array preview duplication risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,wlt-finance,wlt/frontend/app-captain/dsh/WltDshCaptainFinancePreview.tsx,array preview duplication risk=20,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,wlt-finance,wlt/frontend/app-captain/dsh/index.ts,array preview duplication risk=10,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-captain/dsh/useWltDshCaptainFinancePreview.ts,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-captain/dsh/wlt-dsh-captain.adapter.ts,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-captain/dsh/wlt-dsh-captain.contract.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-captain/dsh/wlt-dsh-captain.preview-data.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-captain/dsh/wlt-dsh-captain.types.ts,array preview duplication risk=5,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-captain/dsh/wlt-dsh-captain.ui-copy.ts,array preview duplication risk=3,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
MEDIUM,wlt-finance,wlt/frontend/app-client/dsh/WltDshClientBridge.tsx,array preview duplication risk=4,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
HIGH,wlt-finance,wlt/frontend/app-client/dsh/WltDshClientPaymentPreview.tsx,array preview duplication risk=18,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
HIGH,wlt-finance,wlt/frontend/app-client/dsh/index.ts,array preview duplication risk=11,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P1
MEDIUM,wlt-finance,wlt/frontend/app-client/dsh/useWltDshWalletPreview.ts,array preview duplication risk=2,Possible eager/detail payload or duplicated preview data; static confirmation required.,Use IDs/references/summary first. Render audit/chat/evidence/refund/catalog detail only after expansion/route-level on-demand action.,P2
