"screen_id","canonical_name","surface","canonical_route","target_shell_path","nav_owner","status","source_trace"
"SCR_142","dsh_subscription_family_members_post","app-client","no_route_component","apps/mobile/app-client","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_family_members_post.tsx"
"SCR_143","dsh_subscription_pro_catalog","app-client","no_route_component","apps/mobile/app-client","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_pro_catalog.tsx"
"SCR_144","dsh_subscription_sync","app-client","no_route_component","apps/mobile/app-client","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_sync.tsx"
"SCR_145","dsh_subscription_tier_get","app-client","no_route_component","apps/mobile/app-client","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_tier_get.tsx"
"SCR_146","dsh_subscription_upgrade_post","app-client","no_route_component","apps/mobile/app-client","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_upgrade_post.tsx"
"SCR_147","dsh_zone_set","app-client","no_route_component","apps/mobile/app-client","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_zone_set.tsx"
"SCR_148","dsh_store_items_list_shared","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/components/DshStoreItemsList.tsx"
"SCR_149","dsh_banners_list","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshBannersList.tsx"
"SCR_150","dsh_cart_price","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshCartPrice.tsx"
"SCR_151","dsh_categories_list_shared","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshCategoriesList.tsx"
"SCR_152","dsh_category_detail","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshCategoryDetail.tsx"
"SCR_153","dsh_checkout_payment_method_select","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshCheckoutPaymentMethodSelect.tsx"
"SCR_154","dsh_customer_preferences_detail","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshCustomerPreferencesDetail.tsx"
"SCR_155","dsh_customer_profile_detail","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshCustomerProfileDetail.tsx"
"SCR_156","dsh_customer_profile_update","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshCustomerProfileUpdate.tsx"
"SCR_157","dsh_partner_orders_list_shared","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/DshPartnerOrdersList.tsx"
"SCR_158","dsh_orders_create_screen","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/mobile/dsh/DshOrdersCreateScreen.tsx"
"SCR_159","dsh_partner_order_accept_alt_screen","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderAcceptAltScreen.tsx"
"SCR_160","dsh_partner_order_chat_message_create_screen","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatMessageCreateScreen.tsx"
"SCR_161","dsh_partner_order_chat_messages_list_screen","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatMessagesListScreen.tsx"
"SCR_162","dsh_partner_order_chat_read_ack_screen","shared","no_route_component","packages/surfaces","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatReadAckScreen.tsx"
"SCR_163","admin_dsh_store_items_list_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/AdminDshStoreItemsListScreen.tsx"
"SCR_164","dsh_cart_item_add_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/DshCartItemAddScreen.tsx"
"SCR_165","dsh_delivery_reassign_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/DshDeliveryReassignScreen.tsx"
"SCR_166","dsh_operations_hub_surface","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/DshOperationsHubSurface.tsx"
"SCR_167","dsh_peak_mode_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/DshPeakModeScreen.tsx"
"SCR_168","dsh_zone_set_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/DshZoneSetScreen.tsx"
"SCR_169","arrival_bell_settings_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/control_panelArrivalBellSettingsScreen.tsx"
"SCR_170","dsh_operations_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/control_panelDshOperationsScreen.tsx"
"SCR_171","dsh_order_detail_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/control_panelDshOrderDetailScreen.tsx"
"SCR_172","dsh_orders_screen","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/control_panelDshOrdersScreen.tsx"
"SCR_173","shein-proxy-request-details","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-details.tsx"
"SCR_174","shein-proxy-request-estimate-and-offer","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-estimate-and-offer.tsx"
"SCR_175","shein-proxy-request-estimate","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-estimate.tsx"
"SCR_176","shein-proxy-request-offer","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-offer.tsx"
"SCR_177","shein-proxy-request-schedule","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-schedule.tsx"
"SCR_178","shein-proxy-requests-list","control-panel","no_route_component","apps/web/control-panel","packages/surfaces routing contracts","seeded_locked","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-requests-list.tsx"

