"screen_or_wave_id","required_token_group","required_layout_primitives","required_cards","required_inputs","required_feedback_patterns","required_navigation_patterns","required_sheet_modal_patterns","required_state_shells","missing_now","must_build_before_screen","status"
"SCR_30","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_31","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_32","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_33","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_34","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_35","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_36","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_37","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_38","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_81","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_89","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_90","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_99","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_100","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_101","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_107","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_135","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_147","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_39","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_40","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_41","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_42","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_43","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_44","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_45","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_46","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_47","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_48","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_49","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_50","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_51","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_52","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_53","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_54","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_55","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_56","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_57","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_58","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_59","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_60","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_61","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_62","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_63","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_64","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_65","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_66","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_67","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_68","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_69","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_70","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_71","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_72","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_73","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_74","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_75","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_76","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_77","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_78","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
"SCR_79","semantic colors + spacing + typography","stack|row|grid|sheet","store_card|order_card|status_card","search|text_input|number_input|selector","toast|inline_error|banner_notice","tabs|stack_push|back","confirm|action_sheet","loading|empty|error|offline|disabled","derive_from_wave_bundle","yes","required"
