"donor_path","donor_role","surface_guess","derived_operation_id","target_family_guess","target_status","matched_candidate_ids","canonical_targets","candidate_decisions","mapping_confidence","notes"
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_entitlements_get.tsx","surface_component","app-client","dsh_entitlements_get","dsh_store_discovery","support_folded","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","","medium","Discovery and detail-support operation family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_estimate_create.tsx","surface_component","app-client","dsh_estimate_create","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","","medium","Submission-side operation supporting the confirmed order handoff."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_estimate_get.tsx","surface_component","app-client","dsh_estimate_get","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","","medium","Submission-side operation supporting the confirmed order handoff."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_external_order_create.tsx","surface_component","app-client","dsh_external_order_create","dsh_proxy_request_flow","covered","dsh_client_proxy_request_entry|dsh_client_proxy_request_tracking|dsh_proxy_requests_list|dsh_proxy_request_review_workspace|dsh_proxy_schedule_companion","dsh_client_proxy_request_entry|dsh_client_proxy_request_tracking|dsh_proxy_requests_list|dsh_proxy_request_review_workspace","","high","Proxy exception family with customer entry and internal review."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_favorite_toggle.tsx","surface_component","app-client","dsh_favorite_toggle","UNMAPPED","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_favorites_list.tsx","surface_component","app-client","dsh_favorites_list","UNMAPPED","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_gas_refill_order_create.tsx","surface_component","app-client","dsh_gas_refill_order_create","legacy_non_current_order_vertical","move_to_legacy","legacy_or_future_scope","","","high","This donor vertical is outside current DSH first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_home_get.tsx","surface_component","app-client","dsh_home_get","UNMAPPED","candidate_keep|candidate_merge","dsh_client_discovery_split_variants|dsh_client_entry_discovery_home","dsh_client_entry_discovery_home|dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_listing_status_update.tsx","surface_component","app-client","dsh_listing_status_update","dsh_ops_governance_controls","internal_or_support","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","","medium","Internal oversight or exception handling family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_loyalty_points_redeem.tsx","surface_component","app-client","dsh_loyalty_points_redeem","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_loyalty_points_user_balance.tsx","surface_component","app-client","dsh_loyalty_points_user_balance","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_loyalty_points_user_history.tsx","surface_component","app-client","dsh_loyalty_points_user_history","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_accept.tsx","surface_component","app-client","dsh_order_accept","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","","medium","Submission-side operation supporting the confirmed order handoff."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_cancel.tsx","surface_component","app-client","dsh_order_cancel","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking","dsh_client_active_order_tracking","","high","Cancellation is reflected through tracking rather than a separate clean screen family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_complete.tsx","surface_component","app-client","dsh_order_complete","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking|dsh_captain_proof_capture","dsh_client_active_order_tracking|dsh_captain_proof_capture","","low","Support operation that affects completion or visibility without a standalone current-screen identity."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_create.tsx","surface_component","app-client","dsh_order_create","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","","medium","Submission-side operation supporting the confirmed order handoff."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_escrow_hold.tsx","surface_component","app-client","dsh_order_escrow_hold","legacy_finance_leakage","move_to_legacy","finance_or_wlt_deferred","","","high","Escrow actions are finance-adjacent and remain outside current DSH first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_escrow_release.tsx","surface_component","app-client","dsh_order_escrow_release","legacy_finance_leakage","move_to_legacy","finance_or_wlt_deferred","","","high","Escrow actions are finance-adjacent and remain outside current DSH first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_get.tsx","surface_component","app-client","dsh_order_get","UNMAPPED","candidate_keep","dsh_client_active_order_tracking","dsh_client_active_order_tracking","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_issue_flag.tsx","surface_component","app-client","dsh_order_issue_flag","dsh_ops_governance_controls","internal_or_support","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","","medium","Internal oversight or exception handling family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_proof_code_generate.tsx","surface_component","app-client","dsh_order_proof_code_generate","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking|dsh_captain_proof_capture","dsh_client_active_order_tracking|dsh_captain_proof_capture","","low","Support operation that affects completion or visibility without a standalone current-screen identity."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_proof_verify.tsx","surface_component","app-client","dsh_order_proof_verify","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking|dsh_captain_proof_capture","dsh_client_active_order_tracking|dsh_captain_proof_capture","","low","Support operation that affects completion or visibility without a standalone current-screen identity."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_rate.tsx","surface_component","app-client","dsh_order_rate","legacy_client_receipt_rating","move_to_legacy","dsh_client_receipt_rating_cluster","legacy_or_future_scope","Move to Legacy","high","Post-completion rating and receipt cluster is currently deferred."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_receipt_get.tsx","surface_component","app-client","dsh_order_receipt_get","legacy_client_receipt_rating","move_to_legacy","dsh_client_receipt_rating_cluster","legacy_or_future_scope","Move to Legacy","high","Post-completion rating and receipt cluster is currently deferred."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_status_get.tsx","surface_component","app-client","dsh_order_status_get","UNMAPPED","candidate_keep","dsh_client_active_order_tracking","dsh_client_active_order_tracking","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_order_status_update.tsx","surface_component","app-client","dsh_order_status_update","dsh_customer_order_tracking","covered","dsh_client_active_order_tracking","dsh_client_active_order_tracking","","high","Customer-visible order tracking family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_orders_list.tsx","surface_component","app-client","dsh_orders_list","dsh_customer_order_tracking","covered","dsh_client_active_order_tracking","dsh_client_active_order_tracking","Keep","high","Customer-visible order tracking family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_pricing_preview.tsx","surface_component","app-client","dsh_pricing_preview","dsh_cart_checkout_gate","covered","dsh_client_checkout_confirm","dsh_client_checkout_confirm","Keep","high","Cart and checkout gating family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_pricing_snapshot_get.tsx","surface_component","app-client","dsh_pricing_snapshot_get","dsh_store_discovery","support_folded","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","","medium","Discovery and detail-support operation family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_promo_apply.tsx","surface_component","app-client","dsh_promo_apply","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_proxy_request_approve.tsx","surface_component","app-client","dsh_proxy_request_approve","dsh_proxy_request_flow","covered","dsh_client_proxy_request_entry|dsh_client_proxy_request_tracking|dsh_proxy_requests_list|dsh_proxy_request_review_workspace|dsh_proxy_schedule_companion","dsh_client_proxy_request_entry|dsh_client_proxy_request_tracking|dsh_proxy_requests_list|dsh_proxy_request_review_workspace","","high","Proxy exception family with customer entry and internal review."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_proxy_request_review.tsx","surface_component","app-client","dsh_proxy_request_review","dsh_proxy_request_flow","covered","dsh_client_proxy_request_entry","dsh_client_proxy_request_entry","Keep","high","Proxy exception family with customer entry and internal review."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_proxy_request_tracking.tsx","surface_component","app-client","dsh_proxy_request_tracking","dsh_proxy_request_flow","covered","dsh_client_proxy_request_tracking","dsh_client_proxy_request_tracking","Keep","high","Proxy exception family with customer entry and internal review."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_review_create.tsx","surface_component","app-client","dsh_review_create","legacy_client_receipt_rating","move_to_legacy","dsh_client_receipt_rating_cluster","legacy_or_future_scope","Move to Legacy","high","Post-completion rating and receipt cluster is currently deferred."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_reviews_list.tsx","surface_component","app-client","dsh_reviews_list","UNMAPPED","move_to_legacy","dsh_client_receipt_rating_cluster","legacy_or_future_scope","Move to Legacy","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_search.tsx","surface_component","app-client","dsh_search","dsh_store_discovery","support_folded","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","","medium","Search support is folded into discovery."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_service_modes_resolve.tsx","surface_component","app-client","dsh_service_modes_resolve","dsh_store_discovery","support_folded","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","","medium","Discovery and detail-support operation family."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_shein_info.tsx","surface_component","app-client","dsh_shein_info","UNMAPPED","candidate_keep","dsh_client_proxy_request_entry","dsh_client_proxy_request_entry","Keep","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_store_get.tsx","surface_component","app-client","dsh_store_get","UNMAPPED","candidate_keep|candidate_merge","dsh_client_category_or_store_detail|dsh_client_discovery_split_variants","dsh_client_category_or_store_detail|dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_store_items_list.tsx","surface_component","app-client","dsh_store_items_list","UNMAPPED","candidate_keep|candidate_merge","dsh_client_category_or_store_detail|dsh_client_discovery_split_variants","dsh_client_category_or_store_detail|dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_stores_list.tsx","surface_component","app-client","dsh_stores_list","UNMAPPED","candidate_keep|candidate_merge","dsh_client_discovery_split_variants|dsh_client_entry_discovery_home","dsh_client_entry_discovery_home|dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","Keep|Merge","low","No current deterministic clean mapping rule found."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_subscription_family_get.tsx","surface_component","app-client","dsh_subscription_family_get","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_subscription_family_members_get.tsx","surface_component","app-client","dsh_subscription_family_members_get","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_subscription_family_members_post.tsx","surface_component","app-client","dsh_subscription_family_members_post","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_subscription_pro_catalog.tsx","surface_component","app-client","dsh_subscription_pro_catalog","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","","","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_subscription_sync.tsx","surface_component","app-client","dsh_subscription_sync","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_subscription_tier_get.tsx","surface_component","app-client","dsh_subscription_tier_get","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_subscription_upgrade_post.tsx","surface_component","app-client","dsh_subscription_upgrade_post","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","legacy_or_future_scope","Move to Legacy","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"packages/surfaces/src/dsh/app-user/mobile/auto_dsh_zone_set.tsx","surface_component","app-client","dsh_zone_set","legacy_ops_store_admin","move_to_legacy_or_partner_maintenance","dsh_partner_store_maintenance_workspace|dsh_ops_store_items_and_zone_admin_cluster","dsh_partner_store_maintenance_workspace","","medium","Donor mixes partner and MCPW/admin ownership here; clean target model narrows or defers it."
"packages/surfaces/src/dsh/app-user/mobile/CategoryClockDial.tsx","surface_component","app-client","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/app-user/mobile/index.ts","surface_component","app-client","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/app-user/mobile/UltimateBannerCarousel.tsx","surface_component","app-client","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/checkoutConstants.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/components/ArrivalBellCaptainBlock.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/components/ArrivalBellCustomerBlock.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/components/DshStoreItemsList.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/components/StoreCardPremium.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/data/dshHomeApi.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/data/dshHomeRepository.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/data/dshHomeSeed.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/data/dshHomeTypes.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/deliveryModes.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshBannersList.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshCartPrice.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshCategoriesList.tsx","surface_component","","","","support_only","dsh_client_discovery_split_variants","dsh_client_entry_discovery_home|dsh_client_category_or_store_detail","Merge","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/dshCategoriesSeed.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshCategoryDetail.tsx","surface_component","","","","support_only","dsh_client_category_or_store_detail","dsh_client_category_or_store_detail","Keep","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshCheckoutPaymentMethodSelect.tsx","surface_component","","","","support_only","dsh_client_checkout_confirm","dsh_client_checkout_confirm","Keep","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshCustomerPreferencesDetail.tsx","surface_component","","","","support_only","dsh_client_profile_preferences_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshCustomerProfileDetail.tsx","surface_component","","","","support_only","dsh_client_profile_preferences_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshCustomerProfileUpdate.tsx","surface_component","","","","support_only","dsh_client_profile_preferences_cluster","legacy_or_future_scope","Move to Legacy","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/DshPartnerOrdersList.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/captainEarningsHistory.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/captainFinancialReports.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/captainOrderDetails.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/captainOrders.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/captainPayments.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/captainSettlements.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/captainTierInfo.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/captainWallet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/categoryGet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/chatSend.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/checkoutGate.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/favoritesList.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/gasRefill.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/home.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/orderCancel.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/orderGet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/partnerStaff.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/partnerZoneSet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/reviewsList.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/search.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/storeGet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/subscriptionSync.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/fixtures/zoneSet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/getDshCategoryIconUrl.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/index.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useCaptainEarningsHistory.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useCaptainFinancialReports.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useCaptainOrderDetails.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useCaptainOrders.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useCaptainPayments.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useCaptainSettlements.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useCaptainTierInfo.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useCaptainWallet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshCategoryGet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshChatSend.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshCheckoutGate.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshFavoritesList.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshGasRefill.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshHome.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshOrderCancel.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshOrderGet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshPartnerZoneSet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshReviewsList.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshSearch.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshStoreGet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshSubscriptionSync.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/hooks/useDshZoneSet.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/index.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/loadExpoLocation.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/mobile/dsh/DshOrdersCreateScreen.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderAcceptAltScreen.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatMessageCreateScreen.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatMessagesListScreen.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatReadAckScreen.tsx","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/mobile/index.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/partnerStoreSwitcherFixtures.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/types.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/dsh/wrappers.ts","surface_component","","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/analytics/McpwDshAnalyticsScreen.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/finance/McpwDshFinanceScreen.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/APP_ORDERS_DSHCARTITEMUPDATE.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/APP_THWANI_DSHPARTNERORDERCHATMESSAGECREATE.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
"packages/surfaces/src/web/mcpw/operations/APP_THWANI_DSHPARTNERORDERCHATREADACK.tsx","mcpw_surface_component","control-panel","","","support_only","","","","n/a","Supporting or cluster-level file without a single operation identity."
