"Surface","ScreenName","UiNodeType","RelativePath","OperationCount","Operations","HasUiKitRef","HasLegacyPreview","Decision"
"unknown","captainOrders","component","packages\surfaces\src\dsh\fixtures\captainOrders.ts","1","dsh_order_001","False","False","MODIFY_MAJOR"
"unknown","captainPayments","component","packages\surfaces\src\dsh\fixtures\captainPayments.ts","3","dsh_bonus_performance_january; dsh_penalty_delay; dsh_withdrawal_bank_named","False","False","MODIFY_MAJOR"
"unknown","captainTierInfo","component","packages\surfaces\src\dsh\fixtures\captainTierInfo.ts","1","dsh_captain_tier_info","False","False","MODIFY_MAJOR"
"unknown","captainWallet","component","packages\surfaces\src\dsh\fixtures\captainWallet.ts","5","dsh_bonus_performance; dsh_delivery_restaurant; dsh_trip_jeddah; dsh_trip_riyadh; dsh_withdrawal_to_bank","False","False","MODIFY_MAJOR"
"unknown","checkoutConstants","component","packages\surfaces\src\dsh\checkoutConstants.ts","1","dsh_partner_agreement_and_checkout_spec","False","False","MODIFY_MAJOR"
"unknown","deliveryModes","component","packages\surfaces\src\dsh\deliveryModes.ts","6","dsh_delivery_mode_filter_keys; dsh_delivery_mode_ids; dsh_delivery_mode_var_keys; dsh_filter_key_to_mode_id; dsh_partner_agreement_and_checkout_spec; dsh_service_architecture_ecosystem","False","False","MODIFY_MAJOR"
"unknown","dshCategoriesSeed","component","packages\surfaces\src\dsh\dshCategoriesSeed.ts","4","dsh_catalog_and_mock_unified; dsh_category_icons; dsh_dsh_catalog_and_mock_unified; dsh_experimental_categories_reference","False","False","MODIFY_MAJOR"
"unknown","dshHomeApi","component","packages\surfaces\src\dsh\data\dshHomeApi.ts","2","dsh_home; dsh_home_fetch_failed_","False","False","MODIFY_MAJOR"
"unknown","getDshCategoryIconUrl","component","packages\surfaces\src\dsh\getDshCategoryIconUrl.ts","1","dsh_category_icons_path","False","False","MODIFY_MAJOR"
"unknown","index","component","packages\surfaces\src\dsh\hooks\index.ts","1","dsh_home","False","False","MODIFY_MAJOR"
"unknown","index","component","packages\surfaces\src\dsh\index.ts","2","dsh_delivery_modes_reference; dsh_partner_agreement_and_checkout_spec","False","False","MODIFY_MAJOR"
"unknown","pattern_unification.test","component","packages\surfaces\src\dsh\__tests__\pattern_unification.test.ts","11","dsh_captain_order_accept; dsh_captain_order_deliver; dsh_captain_order_get; dsh_captain_orders_list; dsh_external_order_get; dsh_order_get; dsh_orders_list; dsh_partner_order_accept; dsh_partner_order_get; dsh_partner_order_reject; dsh_partner_orders_list","False","False","MODIFY_MAJOR"
"unknown","README","component","packages\surfaces\src\dsh\app-client\mobile\assets\banners\README.md","2","dsh_banner_002; dsh_banners_to_media","False","False","MODIFY_MAJOR"
"unknown","README","component","packages\surfaces\src\dsh\app-client\mobile\assets\categories\README.md","1","dsh_category_icons_to_media","False","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCategoryDetail.tsx","1","dsh_category_get","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\components\ArrivalBellCustomerBlock.tsx","2","dsh_arrival_bell_spec; dsh_orders","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshBannersList.tsx","2","dsh_banners; dsh_home_banners_list","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerPreferencesDetail.tsx","1","dsh_customer_preferences_get","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCheckoutPaymentMethodSelect.tsx","1","dsh_checkout_payment_method_select","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerProfileDetail.tsx","1","dsh_customer_profile_get","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerProfileUpdate.tsx","1","dsh_customer_profile_update","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshPartnerOrdersList.tsx","1","dsh_partner_orders_list","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\components\ArrivalBellCaptainBlock.tsx","2","dsh_arrival_bell_spec; dsh_orders","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCartPrice.tsx","1","dsh_cart_price","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCategoriesList.tsx","1","dsh_categories_list","True","False","MODIFY_MAJOR"
"unknown","types","component","packages\surfaces\src\dsh\types.ts","11","dsh_cart_price; dsh_categories_list; dsh_category_get; dsh_checkout_payment_method_select; dsh_customer_addresses_list; dsh_customer_preferences_get; dsh_customer_profile_get; dsh_customer_profile_update; dsh_home_banners_list; dsh_partner_orders_list; dsh_store_items_list","False","False","MODIFY_MAJOR"
"unknown","WHAT_TO_ADD","component","packages\surfaces\src\dsh\WHAT_TO_ADD.md","9","dsh_operations_screens_inventory; dsh_partner_app_analysis; dsh_partner_quick_reply_config_get; dsh_partner_quick_reply_post; dsh_partner_quick_reply_setup; dsh_partner_store_create; dsh_partner_store_service_modes_update; dsh_partner_subscription_upgrade_post; dsh_product_units_and_options_what_to_do","False","False","MODIFY_MAJOR"
"unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","11","dsh_captain_order_accept; dsh_captain_order_deliver; dsh_captain_order_get; dsh_captain_orders_list; dsh_external_order_get; dsh_order_get; dsh_orders_list; dsh_partner_order_accept; dsh_partner_order_get; dsh_partner_order_reject; dsh_partner_orders_list","False","False","MODIFY_MAJOR"
"unknown","home","screen","packages\surfaces\src\dsh\fixtures\home.ts","1","dsh_category_icons","False","False","MODIFY_MAJOR_UIKIT_ADOPTION"
"app-captain","index","component","packages\surfaces\src\dsh\app-captain\mobile\index.ts","0","","False","False","REFERENCE_ONLY"
"app-field","index","component","packages\surfaces\src\dsh\app-field\mobile\index.ts","0","","False","False","REFERENCE_ONLY"
"app-partner","index","component","packages\surfaces\src\dsh\app-partner\mobile\index.ts","0","","False","False","REFERENCE_ONLY"
"app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_commission_by_mode_get.tsx","0","","True","False","REFERENCE_ONLY"
"app-partner","StyleSheet","component","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_audience_insights_get.tsx","0","","True","False","REFERENCE_ONLY"
"unknown","banner-carousel.runtime","component","packages\surfaces\src\dsh\app-client\mobile\banner-carousel.runtime.json","0","","False","False","REFERENCE_ONLY"
"unknown","captainFinancialReports","component","packages\surfaces\src\dsh\fixtures\captainFinancialReports.ts","0","","False","False","REFERENCE_ONLY"
"unknown","captainOrderDetails","component","packages\surfaces\src\dsh\fixtures\captainOrderDetails.ts","0","","False","False","REFERENCE_ONLY"
"unknown","captainSettlements","component","packages\surfaces\src\dsh\fixtures\captainSettlements.ts","0","","False","False","REFERENCE_ONLY"
"unknown","categoryGet","component","packages\surfaces\src\dsh\fixtures\categoryGet.ts","0","","False","False","REFERENCE_ONLY"
"unknown","chatSend","component","packages\surfaces\src\dsh\fixtures\chatSend.ts","0","","False","False","REFERENCE_ONLY"
"unknown","checkoutGate","component","packages\surfaces\src\dsh\fixtures\checkoutGate.ts","0","","False","False","REFERENCE_ONLY"
"unknown","dshHomeRepository","component","packages\surfaces\src\dsh\data\dshHomeRepository.ts","0","","False","False","REFERENCE_ONLY"
"unknown","dshHomeSeed","component","packages\surfaces\src\dsh\data\dshHomeSeed.ts","0","","False","False","REFERENCE_ONLY"
"unknown","dshHomeTypes","component","packages\surfaces\src\dsh\data\dshHomeTypes.ts","0","","False","False","REFERENCE_ONLY"
"unknown","expo-location.d","component","packages\surfaces\src\dsh\expo-location.d.ts","0","","False","False","REFERENCE_ONLY"
"unknown","gasRefill","component","packages\surfaces\src\dsh\fixtures\gasRefill.ts","0","","False","False","REFERENCE_ONLY"
"unknown","index","component","packages\surfaces\src\dsh\app-client\mobile\index.ts","0","","False","False","REFERENCE_ONLY"
"unknown","index","component","packages\surfaces\src\dsh\mobile\index.ts","0","","False","False","REFERENCE_ONLY"
"unknown","loadExpoLocation","component","packages\surfaces\src\dsh\loadExpoLocation.ts","0","","False","False","REFERENCE_ONLY"
"unknown","orderCancel","component","packages\surfaces\src\dsh\fixtures\orderCancel.ts","0","","False","False","REFERENCE_ONLY"
"unknown","orderGet","component","packages\surfaces\src\dsh\fixtures\orderGet.ts","0","","False","False","REFERENCE_ONLY"
"unknown","partnerStoreSwitcherFixtures","component","packages\surfaces\src\dsh\partnerStoreSwitcherFixtures.ts","0","","False","False","REFERENCE_ONLY"
"unknown","partnerZoneSet","component","packages\surfaces\src\dsh\fixtures\partnerZoneSet.ts","0","","False","False","REFERENCE_ONLY"
"unknown","reviewsList","component","packages\surfaces\src\dsh\fixtures\reviewsList.ts","0","","False","False","REFERENCE_ONLY"
"unknown","search","component","packages\surfaces\src\dsh\fixtures\search.ts","0","","False","False","REFERENCE_ONLY"
"unknown","storeGet","component","packages\surfaces\src\dsh\fixtures\storeGet.ts","0","","False","False","REFERENCE_ONLY"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\app-client\mobile\UltimateBannerCarousel.tsx","0","","True","False","REFERENCE_ONLY"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\components\DshStoreItemsList.tsx","0","","True","False","REFERENCE_ONLY"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\components\StoreCardPremium.tsx","0","","True","False","REFERENCE_ONLY"
"unknown","subscriptionSync","component","packages\surfaces\src\dsh\fixtures\subscriptionSync.ts","0","","False","False","REFERENCE_ONLY"
"unknown","useCaptainOrders","component","packages\surfaces\src\dsh\hooks\useCaptainOrders.ts","0","","True","False","REFERENCE_ONLY"
"unknown","zoneSet","component","packages\surfaces\src\dsh\fixtures\zoneSet.ts","0","","False","False","REFERENCE_ONLY"
"unknown","DshPartnerOrderAcceptAltScreen","screen","packages\surfaces\src\dsh\mobile\dsh\DshPartnerOrderAcceptAltScreen.tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","favoritesList","screen","packages\surfaces\src\dsh\fixtures\favoritesList.ts","0","","False","False","REVIEW_ORPHAN_SCREEN"
"unknown","partnerStaff","screen","packages\surfaces\src\dsh\fixtures\partnerStaff.ts","0","","False","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_shein_info.tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_store_get.tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\CategoryClockDial.tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_proxy_request_approve.tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_proxy_request_review.tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_proxy_request_tracking.tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainEarningsHistory","screen","packages\surfaces\src\dsh\hooks\useCaptainEarningsHistory.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainFinancialReports","screen","packages\surfaces\src\dsh\hooks\useCaptainFinancialReports.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainOrderDetails","screen","packages\surfaces\src\dsh\hooks\useCaptainOrderDetails.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainPayments","screen","packages\surfaces\src\dsh\hooks\useCaptainPayments.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainSettlements","screen","packages\surfaces\src\dsh\hooks\useCaptainSettlements.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainTierInfo","screen","packages\surfaces\src\dsh\hooks\useCaptainTierInfo.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainWallet","screen","packages\surfaces\src\dsh\hooks\useCaptainWallet.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshCategoryGet","screen","packages\surfaces\src\dsh\hooks\useDshCategoryGet.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshChatSend","screen","packages\surfaces\src\dsh\hooks\useDshChatSend.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshCheckoutGate","screen","packages\surfaces\src\dsh\hooks\useDshCheckoutGate.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshFavoritesList","screen","packages\surfaces\src\dsh\hooks\useDshFavoritesList.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshGasRefill","screen","packages\surfaces\src\dsh\hooks\useDshGasRefill.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshHome","screen","packages\surfaces\src\dsh\hooks\useDshHome.ts","0","","False","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshOrderCancel","screen","packages\surfaces\src\dsh\hooks\useDshOrderCancel.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshOrderGet","screen","packages\surfaces\src\dsh\hooks\useDshOrderGet.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshPartnerZoneSet","screen","packages\surfaces\src\dsh\hooks\useDshPartnerZoneSet.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshReviewsList","screen","packages\surfaces\src\dsh\hooks\useDshReviewsList.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshSearch","screen","packages\surfaces\src\dsh\hooks\useDshSearch.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshStoreGet","screen","packages\surfaces\src\dsh\hooks\useDshStoreGet.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshSubscriptionSync","screen","packages\surfaces\src\dsh\hooks\useDshSubscriptionSync.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshZoneSet","screen","packages\surfaces\src\dsh\hooks\useDshZoneSet.ts","0","","True","False","REVIEW_ORPHAN_SCREEN"

