"operation_id","category","donor_status","donor_catalog_implemented","donor_mobile_surfaces","donor_web_control_panel_surfaces","dossier_exists","dossier_file_count","dossier_complete","has_spec","has_screens_map","has_runtime_vars","has_rbac_abac","has_control_panel_map","has_gaps","has_evidence_index","has_api_map","has_actions_catalog","has_acceptance","donor_screen_ids","donor_routes","donor_route_surfaces","trace_seal_status","trace_backend_path","trace_screen_path","trace_control_panel_path","target_family_guess","target_status","target_candidate_ids","target_canonical_targets","mapping_confidence","mapping_notes"
"dsh_subscription_family_members_get","STORE","ACTIVE","no","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","PLANNED_dsh_subscription_family_members_get","/dsh/planned","APP_CLIENT","PLANNED_ONLY","","","","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"dsh_subscription_family_members_post","STORE","ACTIVE","no","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","PLANNED_dsh_subscription_family_members_post","/dsh/planned","APP_CLIENT","PLANNED_ONLY","","","","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"dsh_subscription_sync","STORE","ACTIVE","no","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","PLANNED_dsh_subscription_sync","/dsh/planned","APP_CLIENT","PLANNED_ONLY","","","","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"dsh_subscription_categories_get","STORE","ACTIVE","yes","app-client","app-client","True","2","False","True","False","False","True","False","False","False","False","False","False","","","","PLANNED_ONLY","","","","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"dsh_subscription_bundles_list","STORE","ACTIVE","yes","app-client","app-client","True","2","False","True","False","False","True","False","False","False","False","False","False","","","","PLANNED_ONLY","","","","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"dsh_subscription_tier_get","STORE","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","auto_dsh_subscription_tier_get","DshSubscriptionTierGet","APP_CLIENT","PLANNED_ONLY","","","","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"dsh_subscription_upgrade_post","STORE","ACTIVE","no","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","PLANNED_dsh_subscription_upgrade_post","/dsh/planned","APP_CLIENT","PLANNED_ONLY","","","","legacy_client_loyalty_subscription_marketing","move_to_legacy","dsh_client_loyalty_subscription_marketing_cluster","","high","Loyalty, promo, and subscription extras are outside current first-service truth."
"dsh_zone_set","STORE","ACTIVE","yes","app-partner","control-panel","True","10","True","True","True","True","True","True","True","True","True","True","True","CONTROL_PANEL_dsh_zone_set|PLANNED_dsh_zone_set","/app/operations/dsh/zone-set|/partner/dsh/zone-set","APP_PARTNER|CONTROL_PANEL","PLANNED_ONLY","","","","legacy_ops_store_admin","move_to_legacy_or_partner_maintenance","dsh_partner_store_maintenance_workspace|dsh_ops_store_items_and_zone_admin_cluster","dsh_partner_store_maintenance_workspace","medium","Donor mixes partner and CONTROL_PANEL/admin ownership here; clean target model narrows or defers it."
"dsh_order_status_update","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshOrderStatusUpdate","/dsh/order-status-update","APP_CLIENT","PLANNED_ONLY","","","","dsh_customer_order_tracking","covered","dsh_client_active_order_tracking","dsh_client_active_order_tracking","high","Customer-visible order tracking family."
"dsh_listing_status_update","DSH_GENERAL","ACTIVE","yes","app-partner","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","dsh_partner_listing_status_update","/dsh/partner/listing-status","APP_PARTNER","PLANNED_ONLY","","","","dsh_ops_governance_controls","internal_or_support","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","medium","Internal oversight or exception handling family."
"dsh_auction_status_update","DSH_GENERAL","ACTIVE","yes","app-partner","app-partner","True","10","True","True","True","True","True","True","True","True","True","True","True","dsh_partner_auction_status_update","/dsh/partner/auction-status","APP_PARTNER","PLANNED_ONLY","","","","dsh_ops_governance_controls","internal_or_support","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","medium","Internal oversight or exception handling family."
"dsh_captain_tier_evaluate","CAPTAIN","ACTIVE","yes","app-captain","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","PLANNED_dsh_captain_tier_evaluate","/dsh/planned","APP_CAPTAIN","PLANNED_ONLY","","","","legacy_captain_finance_tier","move_to_legacy","dsh_captain_finance_and_tier_cluster","","high","Finance and tier material sits outside current first-service truth."
"dsh_captain_tier_info","CAPTAIN","ACTIVE","yes","app-captain","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","PLANNED_dsh_captain_tier_info","/dsh/planned","APP_CAPTAIN","PLANNED_ONLY","","","","legacy_captain_finance_tier","move_to_legacy","dsh_captain_finance_and_tier_cluster","","high","Finance and tier material sits outside current first-service truth."
"dsh_order_escrow_hold","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshOrderEscrowHold","/dsh/order-escrow-hold","APP_CLIENT","PLANNED_ONLY","","","","legacy_finance_leakage","move_to_legacy","finance_or_wlt_deferred","","high","Escrow actions are finance-adjacent and remain outside current DSH first-service truth."
"dsh_order_escrow_release","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshOrderEscrowRelease","/dsh/order-escrow-release","APP_CLIENT","PLANNED_ONLY","","","","legacy_finance_leakage","move_to_legacy","finance_or_wlt_deferred","","high","Escrow actions are finance-adjacent and remain outside current DSH first-service truth."
"dsh_cart_init","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","dsh_cart_init","/dsh/cart/init","APP_CLIENT","PLANNED_ONLY","","","","dsh_cart_checkout_gate","covered","dsh_client_cart_review|dsh_client_checkout_confirm|dsh_client_checkout_block_state","dsh_client_cart_review|dsh_client_checkout_confirm","high","Cart and checkout gating family."
"dsh_cart_get","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","dsh_cart_get","/dsh/cart","APP_CLIENT","PLANNED_ONLY","","","","dsh_cart_checkout_gate","covered","dsh_client_cart_review|dsh_client_checkout_confirm|dsh_client_checkout_block_state","dsh_client_cart_review|dsh_client_checkout_confirm","high","Cart and checkout gating family."
"dsh_cart_item_add","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","dsh_cart_item_add","/dsh/cart/items/add","APP_CLIENT","PLANNED_ONLY","","","","dsh_cart_checkout_gate","covered","dsh_client_cart_review|dsh_client_checkout_confirm|dsh_client_checkout_block_state","dsh_client_cart_review|dsh_client_checkout_confirm","high","Cart and checkout gating family."
"dsh_cart_item_update","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","dsh_cart_item_update","/dsh/cart/items/update","APP_CLIENT","PLANNED_ONLY","","","","dsh_cart_checkout_gate","covered","dsh_client_cart_review|dsh_client_checkout_confirm|dsh_client_checkout_block_state","dsh_client_cart_review|dsh_client_checkout_confirm","high","Cart and checkout gating family."
"dsh_cart_item_remove","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","auto_dsh_cart_item_remove","/dsh/cart-item-remove","APP_CLIENT","PLANNED_ONLY","","","","dsh_cart_checkout_gate","covered","dsh_client_cart_review|dsh_client_checkout_confirm|dsh_client_checkout_block_state","dsh_client_cart_review|dsh_client_checkout_confirm","high","Cart and checkout gating family."
"dsh_delivery_attempt_create","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshDeliveryAttemptCreate","DshDeliveryAttemptCreate","APP_CLIENT","PLANNED_ONLY","","","","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking|dsh_captain_proof_capture","dsh_client_active_order_tracking|dsh_captain_proof_capture","low","Support operation that affects completion or visibility without a standalone current-screen identity."
"dsh_delivery_eta_get","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshDeliveryEtaGet","DshDeliveryEtaGet","APP_CLIENT","PLANNED_ONLY","","","","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking|dsh_captain_proof_capture","dsh_client_active_order_tracking|dsh_captain_proof_capture","low","Support operation that affects completion or visibility without a standalone current-screen identity."
"dsh_delivery_reassign_request","ORDER","ACTIVE","yes","","control-panel","True","10","True","True","True","True","True","True","True","True","True","True","True","CONTROL_PANEL_dsh_delivery_reassign_request","/app/operations/dsh/reassign","CONTROL_PANEL","PLANNED_ONLY","","","","dsh_ops_governance_controls","internal_or_support","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","dsh_ops_orders_board|dsh_ops_order_detail_exception_workspace|dsh_ops_peak_mode_control","medium","Internal oversight or exception handling family."
"dsh_delivery_track_get","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","auto_dsh_delivery_track_get","DshDeliveryTrackGet","APP_CLIENT","PLANNED_ONLY","","","","dsh_customer_order_tracking","covered","dsh_client_active_order_tracking","dsh_client_active_order_tracking","high","Customer-visible order tracking family."
"dsh_booking_create","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshBookingCreate","DshBookingCreate","APP_CLIENT","PLANNED_ONLY","","","","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","medium","Submission-side operation supporting the confirmed order handoff."
"dsh_estimate_create","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshEstimateCreate","DshEstimateCreate","APP_CLIENT","PLANNED_ONLY","","","","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","medium","Submission-side operation supporting the confirmed order handoff."
"dsh_estimate_get","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshEstimateGet","DshEstimateGet","APP_CLIENT","PLANNED_ONLY","","","","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","medium","Submission-side operation supporting the confirmed order handoff."
"dsh_order_rate","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshOrderRate","/dsh/order-rate","APP_CLIENT","PLANNED_ONLY","","","","legacy_client_receipt_rating","move_to_legacy","dsh_client_receipt_rating_cluster","","high","Post-completion rating and receipt cluster is currently deferred."
"dsh_order_receipt_get","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshOrderReceiptGet","/dsh/order-receipt","APP_CLIENT","PLANNED_ONLY","","","","legacy_client_receipt_rating","move_to_legacy","dsh_client_receipt_rating_cluster","","high","Post-completion rating and receipt cluster is currently deferred."
"dsh_review_create","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","auto_dsh_review_create","DshReviewCreate","APP_CLIENT","PLANNED_ONLY","","","","legacy_client_receipt_rating","move_to_legacy","dsh_client_receipt_rating_cluster","","high","Post-completion rating and receipt cluster is currently deferred."
"dsh_order_create","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","auto_dsh_order_create","/dsh/order-create","APP_CLIENT","PLANNED_ONLY","","","","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","medium","Submission-side operation supporting the confirmed order handoff."
"dsh_order_accept","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","auto_dsh_order_accept","/dsh/order-accept","APP_CLIENT","PLANNED_ONLY","","","","dsh_order_submit","covered_or_folded","dsh_client_checkout_confirm","dsh_client_checkout_confirm","medium","Submission-side operation supporting the confirmed order handoff."
"dsh_orders_list","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","auto_dsh_orders_list","/dsh/orders","APP_CLIENT","PLANNED_ONLY","","","","dsh_customer_order_tracking","covered","dsh_client_active_order_tracking","dsh_client_active_order_tracking","high","Customer-visible order tracking family."
"dsh_order_complete","ORDER","ACTIVE","yes","app-client","app-client","True","10","True","True","True","True","True","True","True","True","True","True","True","DshOrderComplete","/dsh/order-complete","APP_CLIENT","PLANNED_ONLY","","","","dsh_customer_order_tracking","support_folded","dsh_client_active_order_tracking|dsh_captain_proof_capture","dsh_client_active_order_tracking|dsh_captain_proof_capture","low","Support operation that affects completion or visibility without a standalone current-screen identity."
