"queue_order","wave_id","item_id","item_type","canonical_name","surface","screen_group","execution_strategy","implementation_action","owner_layer","target_repo_path","files_to_touch","depends_on","opens_next","ui_kit_prereq","contract_prereq","binding_prereq","runtime_prereq","acceptance_gate","status","blocked_by","notes"
"84","W03_CONTROL_PANEL_PROXY","SCR_15","screen","dsh_operations_dsh_peak-mode","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q85","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"85","W03_CONTROL_PANEL_PROXY","SCR_16","screen","dsh_operations_dsh_reassign","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q86","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"86","W03_CONTROL_PANEL_PROXY","SCR_21","screen","dsh_operations_dsh_sheinproxy","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q87","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"87","W03_CONTROL_PANEL_PROXY","SCR_19","screen","dsh_operations_dsh_sheinproxy_[id]","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q88","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"88","W03_CONTROL_PANEL_PROXY","SCR_17","screen","dsh_operations_dsh_sheinproxy_[id]_estimate","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q89","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"89","W03_CONTROL_PANEL_PROXY","SCR_18","screen","dsh_operations_dsh_sheinproxy_[id]_offer","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q90","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"90","W03_CONTROL_PANEL_PROXY","SCR_20","screen","dsh_operations_dsh_sheinproxy_[id]_schedule","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q91","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"91","W03_CONTROL_PANEL_PROXY","SCR_22","screen","dsh_operations_dsh_zone-set","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q92","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"92","W03_CONTROL_PANEL_PROXY","SCR_166","screen","dsh_operations_hub_surface","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q93","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"93","W03_CONTROL_PANEL_PROXY","SCR_170","screen","dsh_operations_screen","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q94","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"94","W03_CONTROL_PANEL_PROXY","SCR_171","screen","dsh_order_detail_screen","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q95","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"95","W03_CONTROL_PANEL_PROXY","SCR_172","screen","dsh_orders_screen","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q96","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"96","W03_CONTROL_PANEL_PROXY","SCR_167","screen","dsh_peak_mode_screen","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q97","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"97","W03_CONTROL_PANEL_PROXY","SCR_23","screen","dsh_service-catalog_services_dsh","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q98","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"98","W03_CONTROL_PANEL_PROXY","SCR_168","screen","dsh_zone_set_screen","control-panel","control_general_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q99","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"99","W03_CONTROL_PANEL_PROXY","SCR_173","screen","shein-proxy-request-details","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q100","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"100","W03_CONTROL_PANEL_PROXY","SCR_175","screen","shein-proxy-request-estimate","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q101","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"101","W03_CONTROL_PANEL_PROXY","SCR_174","screen","shein-proxy-request-estimate-and-offer","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q102","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"102","W03_CONTROL_PANEL_PROXY","SCR_176","screen","shein-proxy-request-offer","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q103","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"103","W03_CONTROL_PANEL_PROXY","SCR_177","screen","shein-proxy-request-schedule","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q104","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"104","W03_CONTROL_PANEL_PROXY","SCR_178","screen","shein-proxy-requests-list","control-panel","control_proxy_ops","contract_first_binding_first","bind_then_surface","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q105","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"105","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_24","screen","dsh_captain_chat_read_ack","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q106","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"106","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_25","screen","dsh_captain_chat_send","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q107","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"107","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_26","screen","dsh_captain_cod_balance","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q108","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"108","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_27","screen","dsh_captain_job_reject","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q109","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"109","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_28","screen","dsh_captain_order_accept","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q110","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"110","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_29","screen","dsh_captain_order_deliver","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q111","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"111","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_30","screen","dsh_captain_order_details","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q112","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"112","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_31","screen","dsh_captain_order_get","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q113","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"113","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_32","screen","dsh_captain_order_pickup","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q114","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"114","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_33","screen","dsh_captain_orders_list","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q115","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"115","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_34","screen","dsh_captain_orders_offers_list","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q116","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"116","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_35","screen","dsh_captain_profile_get","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q117","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"117","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_36","screen","dsh_captain_proof_upload","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q118","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"118","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_37","screen","dsh_captain_tier_evaluate","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q119","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"119","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_38","screen","dsh_captain_tier_info","app-captain","captain_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q120","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"120","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_81","screen","dsh_booking_create","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q121","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"121","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_89","screen","dsh_chat_read_ack","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q122","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"122","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_90","screen","dsh_chat_send","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q123","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"123","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_99","screen","dsh_entitlements_get","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q124","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"124","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_100","screen","dsh_estimate_create","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q125","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"125","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_101","screen","dsh_estimate_get","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q126","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"126","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_107","screen","dsh_listing_status_update","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q127","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"127","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_135","screen","dsh_service_modes_resolve","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q128","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"128","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_147","screen","dsh_zone_set","app-client","client_misc","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q129","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"129","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_39","screen","dsh_field_store_activation_request","app-field","field_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q130","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"130","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_40","screen","dsh_field_store_geo_pin","app-field","field_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q131","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"131","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_41","screen","dsh_field_store_visit_log","app-field","field_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q132","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"132","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_42","screen","dsh_partner_auction_status_update","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q133","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"133","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_43","screen","dsh_partner_audience_insights_get","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q134","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"134","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_44","screen","dsh_partner_chat_read_ack","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q135","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"135","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_45","screen","dsh_partner_chat_send","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q136","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"136","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_46","screen","dsh_partner_commission_by_mode_get","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q137","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"137","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_47","screen","dsh_partner_delivery_ops_board","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q138","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"138","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_48","screen","dsh_partner_delivery_zones_update","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q139","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"139","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_49","screen","dsh_partner_doc_upload","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q140","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"140","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_50","screen","dsh_partner_hours_update","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q141","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"141","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_51","screen","dsh_partner_identity_submit","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q142","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"142","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_52","screen","dsh_partner_intake_start","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q143","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"143","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_53","screen","dsh_partner_inventory_adjust","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q144","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"144","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_54","screen","dsh_partner_inventory_update","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q145","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"145","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_55","screen","dsh_partner_items_upsert","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q146","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"146","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_56","screen","dsh_partner_listing_status_update","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q147","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"147","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_57","screen","dsh_partner_manager_invite","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q148","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"148","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_58","screen","dsh_partner_order_accept","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q149","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"149","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_59","screen","dsh_partner_order_get","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q150","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"150","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_60","screen","dsh_partner_order_handoff","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q151","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"151","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_61","screen","dsh_partner_order_issue_queue","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q152","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"152","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_62","screen","dsh_partner_order_out_for_delivery","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q153","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"153","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_63","screen","dsh_partner_order_prepare","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q154","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"154","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_64","screen","dsh_partner_order_ready","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q155","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"155","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_65","screen","dsh_partner_order_reject","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q156","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"156","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_66","screen","dsh_partner_order_store_delivered","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q157","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"157","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_67","screen","dsh_partner_orders_list","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q158","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"158","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_68","screen","dsh_partner_profile_get","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q159","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"159","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_69","screen","dsh_partner_quick_reply_config_get","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q160","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"160","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_70","screen","dsh_partner_quick_reply_settings","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q161","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"161","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_71","screen","dsh_partner_quick_reply_setup","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q162","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"162","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_72","screen","dsh_partner_staff_analytics_get","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q163","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"163","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_73","screen","dsh_partner_store_get","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q164","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
"164","W04_CAPTAIN_AND_PARTNER_SUPPORT","SCR_74","screen","dsh_partner_store_nomination","app-partner","partner_ops","rebuild_clean_ui_first","build_surface_then_bind","packages/surfaces","packages/surfaces/src/dsh","surface component + hook + route shell","W00_FOUNDATION","Q165","required","as_needed","as_needed","no","A+B+C","seed_ready","","generated from donor screen registry"
