"screen_id","canonical_name","surface","actor","screen_group","mapped_wave","execution_strategy","implementation_action","route","related_operations","source_trace"
"SCR_104","dsh_favorites_list","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_favorites_list","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_favorites_list.tsx"
"SCR_105","dsh_gas_refill_order_create","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_gas_refill_order_create|dsh_order_create","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_gas_refill_order_create.tsx"
"SCR_106","dsh_home_get","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_home_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_home_get.tsx"
"SCR_107","dsh_listing_status_update","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_listing_status_update","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_listing_status_update.tsx"
"SCR_108","dsh_loyalty_points_redeem","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_loyalty_points_redeem","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_loyalty_points_redeem.tsx"
"SCR_109","dsh_loyalty_points_user_balance","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_loyalty_points_user_balance","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_loyalty_points_user_balance.tsx"
"SCR_110","dsh_loyalty_points_user_history","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_loyalty_points_user_history","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_loyalty_points_user_history.tsx"
"SCR_111","dsh_order_accept","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_accept","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_accept.tsx"
"SCR_112","dsh_order_cancel","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_cancel","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_cancel.tsx"
"SCR_113","dsh_order_complete","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_complete","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_complete.tsx"
"SCR_114","dsh_order_create","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_external_order_create|dsh_order_create","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_create.tsx"
"SCR_115","dsh_order_escrow_hold","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_escrow_hold","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_escrow_hold.tsx"
"SCR_116","dsh_order_escrow_release","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_escrow_release","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_escrow_release.tsx"
"SCR_117","dsh_order_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_get.tsx"
"SCR_118","dsh_order_issue_flag","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_issue_flag","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_issue_flag.tsx"
"SCR_119","dsh_order_proof_code_generate","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_proof_code_generate","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_proof_code_generate.tsx"
"SCR_120","dsh_order_proof_verify","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_proof_verify","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_proof_verify.tsx"
"SCR_121","dsh_order_rate","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_rate","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_rate.tsx"
"SCR_122","dsh_order_receipt_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_receipt_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_receipt_get.tsx"
"SCR_123","dsh_order_status_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_status_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_status_get.tsx"
"SCR_124","dsh_order_status_update","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_order_status_update","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_order_status_update.tsx"
"SCR_125","dsh_orders_list","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_orders_list","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_orders_list.tsx"
"SCR_126","dsh_pricing_preview","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_pricing_preview","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_pricing_preview.tsx"
"SCR_127","dsh_pricing_snapshot_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_pricing_snapshot_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_pricing_snapshot_get.tsx"
"SCR_128","dsh_promo_apply","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_promo_apply","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_promo_apply.tsx"
"SCR_129","dsh_proxy_request_approve","app-client","customer","client_proxy_flow","W02_PROXY_USER_FLOW","contract_first_binding_first","bind_then_surface","no_route_component","dsh_proxy_request_approve","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_proxy_request_approve.tsx"
"SCR_130","dsh_proxy_request_review","app-client","customer","client_proxy_flow","W02_PROXY_USER_FLOW","contract_first_binding_first","bind_then_surface","no_route_component","dsh_proxy_request_review","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_proxy_request_review.tsx"
"SCR_131","dsh_proxy_request_tracking","app-client","customer","client_proxy_flow","W02_PROXY_USER_FLOW","contract_first_binding_first","bind_then_surface","no_route_component","dsh_proxy_request_tracking","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_proxy_request_tracking.tsx"
"SCR_132","dsh_review_create","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_review_create","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_review_create.tsx"
"SCR_133","dsh_reviews_list","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_reviews_list","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_reviews_list.tsx"
"SCR_134","dsh_search","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_search","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_search.tsx"
"SCR_135","dsh_service_modes_resolve","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_service_modes_resolve","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_service_modes_resolve.tsx"
"SCR_136","dsh_shein_info","app-client","customer","client_proxy_flow","W02_PROXY_USER_FLOW","contract_first_binding_first","bind_then_surface","no_route_component","dsh_shein_info","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_shein_info.tsx"
"SCR_137","dsh_store_get","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_store_get|dsh_store_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_store_get.tsx"
"SCR_138","dsh_store_items_list","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_store_items_list","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_store_items_list.tsx"
"SCR_139","dsh_stores_list","app-client","customer","client_discovery_commerce","W01_FIRST_ACTIVE_BUNDLE","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_stores_list","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_stores_list.tsx"
"SCR_140","dsh_subscription_family_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_subscription_family_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_family_get.tsx"
"SCR_141","dsh_subscription_family_members_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_subscription_family_members_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_family_members_get.tsx"
"SCR_142","dsh_subscription_family_members_post","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_subscription_family_members_post","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_family_members_post.tsx"
"SCR_143","dsh_subscription_pro_catalog","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_subscription_pro_catalog","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_pro_catalog.tsx"
"SCR_144","dsh_subscription_sync","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_subscription_sync","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_sync.tsx"
"SCR_145","dsh_subscription_tier_get","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_subscription_tier_get","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_tier_get.tsx"
"SCR_146","dsh_subscription_upgrade_post","app-client","customer","client_order_lifecycle","W02_PROXY_USER_FLOW","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_partner_subscription_upgrade_post|dsh_subscription_upgrade_post","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_subscription_upgrade_post.tsx"
"SCR_147","dsh_zone_set","app-client","customer","client_misc","W04_CAPTAIN_AND_PARTNER_SUPPORT","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_zone_set","packages/surfaces/src/dsh/app-client/mobile/auto_dsh_zone_set.tsx"
"SCR_148","dsh_store_items_list_shared","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_store_items_list","packages/surfaces/src/dsh/components/DshStoreItemsList.tsx"
"SCR_149","dsh_banners_list","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_banners_list","packages/surfaces/src/dsh/DshBannersList.tsx"
"SCR_150","dsh_cart_price","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_cart_price","packages/surfaces/src/dsh/DshCartPrice.tsx"
"SCR_151","dsh_categories_list_shared","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_categories_list","packages/surfaces/src/dsh/DshCategoriesList.tsx"
"SCR_152","dsh_category_detail","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_category_detail","packages/surfaces/src/dsh/DshCategoryDetail.tsx"
"SCR_153","dsh_checkout_payment_method_select","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_checkout_payment_method_select","packages/surfaces/src/dsh/DshCheckoutPaymentMethodSelect.tsx"
"SCR_154","dsh_customer_preferences_detail","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_customer_preferences_detail","packages/surfaces/src/dsh/DshCustomerPreferencesDetail.tsx"
"SCR_155","dsh_customer_profile_detail","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_customer_profile_detail","packages/surfaces/src/dsh/DshCustomerProfileDetail.tsx"
"SCR_156","dsh_customer_profile_update","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_customer_profile_update","packages/surfaces/src/dsh/DshCustomerProfileUpdate.tsx"
"SCR_157","dsh_partner_orders_list_shared","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_orders_list|dsh_partner_orders_list","packages/surfaces/src/dsh/DshPartnerOrdersList.tsx"
"SCR_158","dsh_orders_create_screen","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_orders_create_screen","packages/surfaces/src/dsh/mobile/dsh/DshOrdersCreateScreen.tsx"
"SCR_159","dsh_partner_order_accept_alt_screen","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_order_accept|dsh_partner_order_accept_alt_screen","packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderAcceptAltScreen.tsx"
"SCR_160","dsh_partner_order_chat_message_create_screen","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_partner_order_chat_message_create_screen","packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatMessageCreateScreen.tsx"
"SCR_161","dsh_partner_order_chat_messages_list_screen","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_partner_order_chat_messages_list_screen","packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatMessagesListScreen.tsx"
"SCR_162","dsh_partner_order_chat_read_ack_screen","shared","shared","shared_components","W01_FIRST_ACTIVE_BUNDLE","extract_partial_then_rebuild_clean","normalize_shared_then_wire","no_route_component","dsh_chat_read_ack|dsh_partner_order_chat_read_ack_screen","packages/surfaces/src/dsh/mobile/dsh/DshPartnerOrderChatReadAckScreen.tsx"
"SCR_163","admin_dsh_store_items_list_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_admin_dsh_store_items_list_screen","packages/surfaces/src/web/control-panel/operations/dsh/AdminDshStoreItemsListScreen.tsx"
"SCR_164","dsh_cart_item_add_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_cart_item_add|dsh_cart_item_add_screen","packages/surfaces/src/web/control-panel/operations/dsh/DshCartItemAddScreen.tsx"
"SCR_165","dsh_delivery_reassign_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_delivery_reassign_screen","packages/surfaces/src/web/control-panel/operations/dsh/DshDeliveryReassignScreen.tsx"
"SCR_166","dsh_operations_hub_surface","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_operations_hub_surface","packages/surfaces/src/web/control-panel/operations/dsh/DshOperationsHubSurface.tsx"
"SCR_167","dsh_peak_mode_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_peak_mode_screen","packages/surfaces/src/web/control-panel/operations/dsh/DshPeakModeScreen.tsx"
"SCR_168","dsh_zone_set_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_zone_set|dsh_zone_set_screen","packages/surfaces/src/web/control-panel/operations/dsh/DshZoneSetScreen.tsx"
"SCR_169","arrival_bell_settings_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","arrival_bell|dsh_control_panel_arrival_bell_settings_screen","packages/surfaces/src/web/control-panel/operations/dsh/control_panelArrivalBellSettingsScreen.tsx"
"SCR_170","dsh_operations_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_control_panel_dsh_operations_screen","packages/surfaces/src/web/control-panel/operations/dsh/control_panelDshOperationsScreen.tsx"
"SCR_171","dsh_order_detail_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_control_panel_dsh_order_detail_screen","packages/surfaces/src/web/control-panel/operations/dsh/control_panelDshOrderDetailScreen.tsx"
"SCR_172","dsh_orders_screen","control-panel","ops|admin","control_general_ops","W03_CONTROL_PANEL_PROXY","rebuild_clean_ui_first","build_surface_then_bind","no_route_component","dsh_control_panel_dsh_orders_screen","packages/surfaces/src/web/control-panel/operations/dsh/control_panelDshOrdersScreen.tsx"
"SCR_173","shein-proxy-request-details","control-panel","ops|admin","control_proxy_ops","W03_CONTROL_PANEL_PROXY","contract_first_binding_first","bind_then_surface","no_route_component","dsh_shein_proxy_request_details","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-details.tsx"
"SCR_174","shein-proxy-request-estimate-and-offer","control-panel","ops|admin","control_proxy_ops","W03_CONTROL_PANEL_PROXY","contract_first_binding_first","bind_then_surface","no_route_component","dsh_shein_proxy_request_estimate_and_offer","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-estimate-and-offer.tsx"
"SCR_175","shein-proxy-request-estimate","control-panel","ops|admin","control_proxy_ops","W03_CONTROL_PANEL_PROXY","contract_first_binding_first","bind_then_surface","no_route_component","dsh_shein_proxy_request_estimate","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-estimate.tsx"
"SCR_176","shein-proxy-request-offer","control-panel","ops|admin","control_proxy_ops","W03_CONTROL_PANEL_PROXY","contract_first_binding_first","bind_then_surface","no_route_component","dsh_shein_proxy_request_offer","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-offer.tsx"
"SCR_177","shein-proxy-request-schedule","control-panel","ops|admin","control_proxy_ops","W03_CONTROL_PANEL_PROXY","contract_first_binding_first","bind_then_surface","no_route_component","dsh_shein_proxy_request_schedule","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-request-schedule.tsx"
"SCR_178","shein-proxy-requests-list","control-panel","ops|admin","control_proxy_ops","W03_CONTROL_PANEL_PROXY","contract_first_binding_first","bind_then_surface","no_route_component","dsh_shein_proxy_requests_list","packages/surfaces/src/web/control-panel/operations/dsh/shein-proxy/shein-proxy-requests-list.tsx"

