"Operation","Classification","Reason","SurfacesFound"
"package","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"partnerStaff","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"partnerStoreSwitcherFixtures","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"partnerZoneSet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"pattern_unification.test","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"project","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"README","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"reviewsList","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"scaffold-92-ops","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"search","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"setup","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"shein-proxy-request.entity","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"StoreCardPremium","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"storeGet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"subscriptionSync","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"ts-jest","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"tsc","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"tsconfig","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"tsconfig.spec","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"tsserver","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"typed-client","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"typed-client.d","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"typeorm","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"typeorm-ts-node-commonjs","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"typeorm-ts-node-esm","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"types","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"UltimateBannerCarousel","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useCaptainEarningsHistory","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useCaptainFinancialReports","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useCaptainOrderDetails","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useCaptainOrders","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useCaptainPayments","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useCaptainSettlements","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useCaptainTierInfo","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useCaptainWallet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshCaptainDeliveryPositionPing","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshCategoryGet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshChatSend","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshCheckoutGate","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshFavoritesList","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshGasRefill","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshHome","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshOrderCancel","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshOrderGet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshPartnerZoneSet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshReviewsList","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshSearch","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshStoreGet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshSubscriptionSync","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"useDshZoneSet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"WHAT_TO_ADD","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"wrappers","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"zoneSet","ADD_NEW_MISSING","Operation exists in operation truth matrix but no linked donor surface screen was found",""
"dsh_auction_status_update","LINKED","Linked to donor surface nodes","app-partner"
"dsh_booking_create","LINKED","Linked to donor surface nodes","unknown"
"dsh_captain_chat_read_ack","LINKED","Linked to donor surface nodes","app-captain"
"dsh_captain_chat_send","LINKED","Linked to donor surface nodes","app-captain"
"dsh_captain_cod_balance","LINKED","Linked to donor surface nodes","app-captain"
"dsh_captain_job_reject","LINKED","Linked to donor surface nodes","app-captain"
"dsh_captain_proof_upload","LINKED","Linked to donor surface nodes","app-captain"
"dsh_captain_tier_evaluate","LINKED","Linked to donor surface nodes","app-captain"
"dsh_captain_tier_info","LINKED","Linked to donor surface nodes","app-captain; unknown"
"dsh_cart_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_cart_init","LINKED","Linked to donor surface nodes","unknown"
"dsh_cart_item_add","LINKED","Linked to donor surface nodes","unknown"
"dsh_cart_item_remove","LINKED","Linked to donor surface nodes","unknown"
"dsh_cart_item_update","LINKED","Linked to donor surface nodes","unknown"
"dsh_chat_read_ack","LINKED","Linked to donor surface nodes","unknown"
"dsh_chat_send","LINKED","Linked to donor surface nodes","unknown"
"dsh_checkout_gate","LINKED","Linked to donor surface nodes","unknown"
"dsh_delivery_attempt_create","LINKED","Linked to donor surface nodes","unknown"
"dsh_delivery_eta_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_delivery_reassign_request","LINKED","Linked to donor surface nodes","unknown"
"dsh_delivery_track_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_entitlements_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_estimate_create","LINKED","Linked to donor surface nodes","unknown"
"dsh_estimate_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_external_order_create","LINKED","Linked to donor surface nodes","unknown"
"dsh_field_store_activation_request","LINKED","Linked to donor surface nodes","app-field"
"dsh_field_store_geo_pin","LINKED","Linked to donor surface nodes","app-field"
"dsh_field_store_visit_log","LINKED","Linked to donor surface nodes","app-field"
"dsh_listing_status_update","LINKED","Linked to donor surface nodes","app-partner; unknown"
"dsh_loyalty_points_redeem","LINKED","Linked to donor surface nodes","unknown"
"dsh_loyalty_points_user_balance","LINKED","Linked to donor surface nodes","unknown"
"dsh_loyalty_points_user_history","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_accept","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_complete","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_create","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_escrow_hold","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_escrow_release","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_issue_flag","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_proof_code_generate","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_proof_verify","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_rate","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_receipt_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_order_status_update","LINKED","Linked to donor surface nodes","unknown"
"dsh_orders_list","LINKED","Linked to donor surface nodes","unknown"
"dsh_partner_chat_read_ack","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_chat_send","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_delivery_zones_update","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_doc_upload","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_hours_update","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_identity_submit","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_intake_start","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_inventory_adjust","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_inventory_update","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_items_upsert","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_manager_invite","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_order_handoff","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_quick_reply_config_get","LINKED","Linked to donor surface nodes","app-partner; unknown"
"dsh_partner_quick_reply_post","LINKED","Linked to donor surface nodes","unknown"
"dsh_partner_quick_reply_setup","LINKED","Linked to donor surface nodes","app-partner; unknown"
"dsh_partner_store_create","LINKED","Linked to donor surface nodes","unknown"
"dsh_partner_store_get","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_store_service_modes_update","LINKED","Linked to donor surface nodes","app-partner; unknown"
"dsh_partner_store_status_update","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_store_update","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_subscription_get","LINKED","Linked to donor surface nodes","app-partner"
"dsh_partner_subscription_upgrade_post","LINKED","Linked to donor surface nodes","unknown"
"dsh_pricing_preview","LINKED","Linked to donor surface nodes","unknown"
"dsh_pricing_snapshot_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_promo_apply","LINKED","Linked to donor surface nodes","unknown"
"dsh_review_create","LINKED","Linked to donor surface nodes","unknown"
"dsh_service_modes_resolve","LINKED","Linked to donor surface nodes","unknown"
"dsh_store_products","LINKED","Linked to donor surface nodes","unknown"
"dsh_subscription_categories_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_subscription_family_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_subscription_family_members_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_subscription_family_members_post","LINKED","Linked to donor surface nodes","unknown"
"dsh_subscription_sync","LINKED","Linked to donor surface nodes","unknown"
"dsh_subscription_tier_get","LINKED","Linked to donor surface nodes","unknown"
"dsh_subscription_upgrade_post","LINKED","Linked to donor surface nodes","unknown"
"dsh_zone_set","LINKED","Linked to donor surface nodes","app-partner; unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshSubscriptionSync","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshStoreGet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshSearch","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshReviewsList","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshPartnerZoneSet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshOrderGet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshOrderCancel","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshHome","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshGasRefill","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshFavoritesList","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshCheckoutGate","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshChatSend","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshCategoryGet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useCaptainWallet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: StyleSheet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useCaptainSettlements","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useCaptainPayments","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useCaptainOrderDetails","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useCaptainFinancialReports","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useCaptainEarningsHistory","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: partnerStaff","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: favoritesList","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: StyleSheet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: StyleSheet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: StyleSheet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: StyleSheet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: StyleSheet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useDshZoneSet","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: useCaptainTierInfo","unknown"
"","REVIEW_ORPHAN_SCREEN","Surface node has no detected operation: DshPartnerOrderAcceptAltScreen","unknown"

